t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_miou,v_dice,PatchCL_weight,time
3.9608,0.5337,6.8542,0,0.3119,0.4663,0.4733,0.4733,0,0.3491,0.5267,0.5,2024-06-24 09:04:02
3.1282,0.3364,5.5835,0,0.4908,0.6636,0.3161,0.3161,0,0.511,0.6839,0.5,2024-06-24 09:04:58
3.4488,0.2328,6.4319,0,0.6111,0.7672,0.2564,0.2564,0,0.5863,0.7436,0.5,2024-06-24 09:05:55
2.9514,0.1589,5.585,0,0.71,0.8411,0.2434,0.2434,0,0.5955,0.7566,0.5,2024-06-24 09:06:52
2.7616,0.1234,5.2765,0,0.7623,0.8766,0.1999,0.1999,0,0.6689,0.8001,0.5,2024-06-24 09:07:47
2.687,0.1173,5.1393,0,0.7748,0.8827,0.1892,0.1892,0,0.6751,0.8108,0.5,2024-06-24 09:08:44
2.6269,0.102,5.0498,0,0.8027,0.898,0.1897,0.1897,0,0.6756,0.8103,0.5,2024-06-24 09:09:50
2.5845,0.0914,4.9863,0,0.8186,0.9086,0.2198,0.2198,0,0.6359,0.7802,0.5,2024-06-24 09:10:52
2.5718,0.0795,4.9845,0,0.8384,0.9205,0.2121,0.2121,0,0.6541,0.7879,0.5,2024-06-24 09:11:56
2.5875,0.0727,5.0296,0,0.8517,0.9273,0.1816,0.1816,0,0.6912,0.8184,0.5,2024-06-24 09:12:59
2.6053,0.0634,5.0838,0,0.8684,0.9366,0.1769,0.1769,0,0.6998,0.8231,0.5,2024-06-24 09:14:00
2.6328,0.0623,5.1411,0,0.8711,0.9377,0.1909,0.1909,0,0.6794,0.8091,0.5,2024-06-24 09:15:03
2.6515,0.0566,5.1898,0,0.8796,0.9434,0.1751,0.1751,0,0.7058,0.8249,0.5,2024-06-24 09:16:07
2.6637,0.0515,5.2246,0,0.8898,0.9485,0.1696,0.1696,0,0.7096,0.8304,0.5,2024-06-24 09:17:09
2.6721,0.0477,5.2487,0,0.8981,0.9523,0.1639,0.1639,0,0.723,0.8361,0.5,2024-06-24 09:18:09
2.6767,0.0459,5.2618,0,0.9009,0.9541,0.1617,0.1617,0,0.7263,0.8383,0.5,2024-06-24 09:19:10
2.6767,0.0458,5.2617,0,0.9018,0.9542,0.1713,0.1713,0,0.7134,0.8287,0.5,2024-06-24 09:20:14
2.6769,0.0527,5.2485,0,0.8897,0.9473,0.1578,0.1578,0,0.7279,0.8422,0.5,2024-06-24 09:21:20
2.6656,0.0459,5.2395,0,0.9044,0.9541,0.1704,0.1704,0,0.7183,0.8296,0.5,2024-06-24 09:22:24
2.654,0.0453,5.2175,0,0.9042,0.9547,0.159,0.159,0,0.7279,0.841,0.5,2024-06-24 09:23:25
2.6396,0.0394,5.2003,0,0.9161,0.9606,0.1682,0.1682,0,0.7166,0.8318,0.5,2024-06-24 09:24:27
2.6168,0.0365,5.1607,0,0.9206,0.9635,0.1724,0.1724,0,0.7095,0.8276,0.5,2024-06-24 09:25:30
2.5697,0.0353,5.0688,0,0.9227,0.9647,0.1791,0.1791,0,0.7034,0.8209,0.5,2024-06-24 09:26:31
2.5699,0.0347,5.0705,0,0.9237,0.9653,0.1968,0.1968,0,0.6868,0.8032,0.5,2024-06-24 09:27:30
2.5167,0.0355,4.9625,0,0.9223,0.9645,0.1731,0.1731,0,0.7101,0.8269,0.5,2024-06-24 09:28:33
2.4857,0.038,4.8955,0,0.9167,0.962,0.2136,0.2136,0,0.6589,0.7864,0.5,2024-06-24 09:29:34
2.4677,0.0387,4.858,0,0.9174,0.9613,0.1961,0.1961,0,0.6853,0.8039,0.5,2024-06-24 09:30:36
2.4517,0.0356,4.8323,0,0.9226,0.9644,0.1977,0.1977,0,0.6842,0.8023,0.5,2024-06-24 09:31:35
2.4386,0.0334,4.8105,0,0.9271,0.9666,0.1921,0.1921,0,0.6891,0.8079,0.5,2024-06-24 09:32:36
2.4247,0.0317,4.7861,0,0.93,0.9683,0.1961,0.1961,0,0.6866,0.8039,0.5,2024-06-24 09:33:37
2.4163,0.0345,4.7636,0,0.9248,0.9655,0.2156,0.2156,0,0.659,0.7844,0.5,2024-06-24 09:34:37
2.4014,0.032,4.7389,0,0.9292,0.968,0.1909,0.1909,0,0.6896,0.8091,0.5,2024-06-24 09:35:42
2.3863,0.0295,4.7136,0,0.9357,0.9705,0.1686,0.1686,0,0.7237,0.8314,0.5,2024-06-24 09:36:50
2.3715,0.0281,4.6867,0,0.9389,0.9719,0.1824,0.1824,0,0.7001,0.8176,0.5,2024-06-24 09:37:52
2.3604,0.0276,4.6656,0,0.9389,0.9724,0.1863,0.1863,0,0.7013,0.8137,0.5,2024-06-24 09:38:53
2.3481,0.0274,4.6415,0,0.9388,0.9726,0.2063,0.2063,0,0.6702,0.7937,0.5,2024-06-24 09:39:54
2.3353,0.0268,4.6168,0,0.9398,0.9732,0.2093,0.2093,0,0.6648,0.7907,0.5,2024-06-24 09:40:56
2.3259,0.0251,4.6016,0,0.9433,0.9749,0.1905,0.1905,0,0.693,0.8095,0.5,2024-06-24 09:41:57
2.3164,0.0256,4.5817,0,0.9423,0.9744,0.205,0.205,0,0.6775,0.795,0.5,2024-06-24 09:42:57
2.3072,0.0261,4.5622,0,0.9417,0.9739,0.1844,0.1844,0,0.6984,0.8156,0.5,2024-06-24 09:43:57
2.3048,0.0261,4.5574,0,0.9412,0.9739,0.1987,0.1987,0,0.6795,0.8013,0.5,2024-06-24 09:44:56
2.2896,0.0249,4.5293,0,0.9448,0.9751,0.1818,0.1818,0,0.7017,0.8182,0.5,2024-06-24 09:45:59
2.3813,0.0248,4.713,0,0.9462,0.9752,0.2073,0.2073,0,0.6656,0.7927,0.5,2024-06-24 09:47:00
2.5454,0.0239,5.0431,0,0.9496,0.9761,0.1999,0.1999,0,0.6782,0.8001,0.5,2024-06-24 09:48:03
2.5655,0.0224,5.0861,0,0.9519,0.9776,0.2199,0.2199,0,0.6495,0.7801,0.5,2024-06-24 09:49:05
2.6795,0.0225,5.314,0,0.9519,0.9775,0.2059,0.2059,0,0.6694,0.7941,0.5,2024-06-24 09:50:06
2.7996,0.0237,5.552,0,0.9469,0.9763,0.251,0.251,0,0.6036,0.749,0.5,2024-06-24 09:51:06
2.9075,0.0228,5.7694,0,0.9509,0.9772,0.237,0.237,0,0.6194,0.763,0.5,2024-06-24 09:52:08
2.978,0.0214,5.9132,0,0.9537,0.9786,0.2228,0.2228,0,0.6411,0.7772,0.5,2024-06-24 09:53:10
3.2956,0.0205,6.5504,0,0.9558,0.9795,0.2206,0.2206,0,0.6451,0.7794,0.5,2024-06-24 09:54:15
4.5686,0.0205,9.0963,0,0.9558,0.9795,0.211,0.211,0,0.6557,0.789,0.5,2024-06-24 09:55:19
4.2185,0.021,8.3949,0,0.9547,0.979,0.2155,0.2155,0,0.6515,0.7845,0.5,2024-06-24 09:56:19
3.5235,0.0203,7.0064,0,0.9562,0.9797,0.2103,0.2103,0,0.6584,0.7897,0.5,2024-06-24 09:57:15
