t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_miou,v_dice,PatchCL_weight,time
3.259,0.5162,5.4857,0,0.3253,0.4838,0.4007,0.4007,0,0.4237,0.5993,0.5,2024-06-23 16:16:19
2.6005,0.3246,4.5517,0,0.507,0.6754,0.2558,0.2558,0,0.5792,0.7442,0.5,2024-06-23 16:17:22
2.3302,0.2269,4.2065,0,0.625,0.7731,0.2297,0.2297,0,0.6008,0.7703,0.5,2024-06-23 16:18:28
2.1789,0.1806,3.9968,0,0.6894,0.8194,0.1776,0.1776,0,0.6788,0.8224,0.5,2024-06-23 16:19:32
2.0214,0.1403,3.7623,0,0.7497,0.8597,0.1495,0.1495,0,0.7302,0.8505,0.5,2024-06-23 16:20:42
1.8376,0.1103,3.4547,0,0.789,0.8897,0.1483,0.1483,0,0.7311,0.8517,0.5,2024-06-23 16:21:47
1.6749,0.0972,3.1553,0,0.8149,0.9028,0.1343,0.1343,0,0.7518,0.8657,0.5,2024-06-23 16:22:52
1.559,0.0838,2.9504,0,0.8363,0.9162,0.1306,0.1306,0,0.7549,0.8694,0.5,2024-06-23 16:23:57
1.4764,0.0743,2.8042,0,0.8527,0.9257,0.1427,0.1427,0,0.7449,0.8573,0.5,2024-06-23 16:25:04
1.4386,0.0671,2.7431,0,0.8655,0.9329,0.1432,0.1432,0,0.7473,0.8568,0.5,2024-06-23 16:26:12
1.3933,0.0645,2.6576,0,0.8703,0.9355,0.1528,0.1528,0,0.7336,0.8472,0.5,2024-06-23 16:27:19
1.3465,0.0624,2.5682,0,0.8722,0.9376,0.1508,0.1508,0,0.7273,0.8492,0.5,2024-06-23 16:28:29
1.3069,0.0594,2.4951,0,0.8776,0.9406,0.1479,0.1479,0,0.739,0.8521,0.5,2024-06-23 16:29:38
1.2669,0.0553,2.4232,0,0.888,0.9447,0.1447,0.1447,0,0.7418,0.8553,0.5,2024-06-23 16:30:51
1.233,0.0499,2.3663,0,0.8958,0.9501,0.1365,0.1365,0,0.7552,0.8635,0.5,2024-06-23 16:32:04
1.1973,0.045,2.3046,0,0.9064,0.955,0.1457,0.1457,0,0.747,0.8543,0.5,2024-06-23 16:33:18
1.1687,0.0417,2.2539,0,0.913,0.9583,0.1334,0.1334,0,0.761,0.8666,0.5,2024-06-23 16:34:28
1.1491,0.0414,2.2154,0,0.9129,0.9586,0.1373,0.1373,0,0.7538,0.8627,0.5,2024-06-23 16:35:39
1.1221,0.0383,2.1674,0,0.9202,0.9617,0.1375,0.1375,0,0.7532,0.8625,0.5,2024-06-23 16:36:47
1.1,0.0368,2.1263,0,0.9239,0.9632,0.1434,0.1434,0,0.7438,0.8566,0.5,2024-06-23 16:37:54
1.0766,0.036,2.0813,0,0.9252,0.964,0.1379,0.1379,0,0.7534,0.8621,0.5,2024-06-23 16:39:05
1.0541,0.0344,2.0393,0,0.9287,0.9656,0.1345,0.1345,0,0.7576,0.8655,0.5,2024-06-23 16:40:14
1.0354,0.0342,2.0024,0,0.9294,0.9658,0.1412,0.1412,0,0.7504,0.8588,0.5,2024-06-23 16:41:23
1.0191,0.035,1.9681,0,0.9273,0.965,0.1391,0.1391,0,0.7525,0.8609,0.5,2024-06-23 16:42:33
0.9986,0.0338,1.9295,0,0.9295,0.9662,0.1375,0.1375,0,0.7558,0.8625,0.5,2024-06-23 16:43:45
0.9807,0.0312,1.8988,0,0.9351,0.9688,0.1353,0.1353,0,0.7556,0.8647,0.5,2024-06-23 16:44:53
0.9854,0.0314,1.9081,0,0.9351,0.9686,0.1332,0.1332,0,0.7571,0.8668,0.5,2024-06-23 16:46:00
0.9786,0.0299,1.8974,0,0.9363,0.9701,0.1377,0.1377,0,0.7521,0.8623,0.5,2024-06-23 16:47:10
0.971,0.0282,1.8858,0,0.94,0.9718,0.1342,0.1342,0,0.759,0.8658,0.5,2024-06-23 16:48:24
0.9554,0.0268,1.8572,0,0.9433,0.9732,0.1307,0.1307,0,0.766,0.8693,0.5,2024-06-23 16:49:34
0.9882,0.0288,1.9189,0,0.9397,0.9712,0.1294,0.1294,0,0.7627,0.8706,0.5,2024-06-23 16:50:45
0.9472,0.033,1.8283,0,0.9309,0.967,0.1344,0.1344,0,0.7501,0.8656,0.5,2024-06-23 16:51:53
0.9296,0.0354,1.7883,0,0.9269,0.9646,0.1385,0.1385,0,0.7486,0.8615,0.5,2024-06-23 16:53:02
0.915,0.0347,1.7607,0,0.9285,0.9653,0.1424,0.1424,0,0.741,0.8576,0.5,2024-06-23 16:54:20
0.8982,0.0307,1.735,0,0.9355,0.9693,0.1384,0.1384,0,0.7498,0.8616,0.5,2024-06-23 16:55:31
0.8879,0.029,1.7178,0,0.939,0.971,0.138,0.138,0,0.7515,0.862,0.5,2024-06-23 16:56:41
1.1534,0.0264,2.254,0,0.9438,0.9736,0.1405,0.1405,0,0.7476,0.8595,0.5,2024-06-23 16:57:51
1.302,0.0257,2.5525,0,0.9456,0.9743,0.1386,0.1386,0,0.7513,0.8614,0.5,2024-06-23 16:58:57
1.161,0.0241,2.2737,0,0.9489,0.9759,0.1405,0.1405,0,0.7538,0.8595,0.5,2024-06-23 17:00:07
1.0992,0.0229,2.1525,0,0.9513,0.9771,0.1409,0.1409,0,0.7539,0.8591,0.5,2024-06-23 17:01:18
1.0171,0.0233,1.9877,0,0.9508,0.9767,0.1378,0.1378,0,0.756,0.8622,0.5,2024-06-23 17:02:28
0.9512,0.0271,1.8481,0,0.9429,0.9729,0.1432,0.1432,0,0.7482,0.8568,0.5,2024-06-23 17:03:35
0.9453,0.0273,1.8361,0,0.9429,0.9727,0.1376,0.1376,0,0.7556,0.8624,0.5,2024-06-23 17:04:46
0.9466,0.0263,1.8405,0,0.9443,0.9737,0.1302,0.1302,0,0.761,0.8698,0.5,2024-06-23 17:05:56
0.9293,0.0245,1.8096,0,0.9476,0.9755,0.1324,0.1324,0,0.7567,0.8676,0.5,2024-06-23 17:07:08
0.9327,0.0235,1.8183,0,0.9499,0.9765,0.1316,0.1316,0,0.7599,0.8684,0.5,2024-06-23 17:08:19
0.8921,0.0237,1.7368,0,0.9496,0.9763,0.1336,0.1336,0,0.7582,0.8664,0.5,2024-06-23 17:09:27
0.8594,0.023,1.6729,0,0.9511,0.977,0.1412,0.1412,0,0.7481,0.8588,0.5,2024-06-23 17:10:37
0.8461,0.0232,1.6457,0,0.9512,0.9768,0.1343,0.1343,0,0.7597,0.8657,0.5,2024-06-23 17:11:49
0.8362,0.0236,1.6252,0,0.9501,0.9764,0.137,0.137,0,0.7562,0.863,0.5,2024-06-23 17:13:00
0.8163,0.0232,1.5863,0,0.9509,0.9768,0.1349,0.1349,0,0.759,0.8651,0.5,2024-06-23 17:14:12
0.8065,0.0233,1.5664,0,0.9504,0.9767,0.1337,0.1337,0,0.755,0.8663,0.5,2024-06-23 17:15:26
0.7883,0.0232,1.5302,0,0.9508,0.9768,0.1369,0.1369,0,0.7542,0.8631,0.5,2024-06-23 17:16:40
0.7607,0.023,1.4754,0,0.9515,0.977,0.1308,0.1308,0,0.7606,0.8692,0.5,2024-06-23 17:17:51
0.7411,0.0207,1.4409,0,0.9559,0.9793,0.129,0.129,0,0.7619,0.871,0.5,2024-06-23 17:19:03
0.7207,0.0191,1.4032,0,0.9593,0.9809,0.129,0.129,0,0.7627,0.871,0.5,2024-06-23 17:20:13
0.7018,0.0186,1.3664,0,0.9601,0.9814,0.1327,0.1327,0,0.7598,0.8673,0.5,2024-06-23 17:21:22
0.7314,0.0204,1.4219,0,0.9567,0.9796,0.1346,0.1346,0,0.7586,0.8654,0.5,2024-06-23 17:22:35
