t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_miou,v_dice,PatchCL_weight,time
0.4122,0.0489,0.7267,0,0.9115,0.9511,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 21:47:38
0.4156,0.0483,0.7346,0,0.9124,0.9517,0.1315,0.1315,0,0.7534,0.8685,0.5,2024-06-23 21:48:49
0.4192,0.0491,0.7402,0,0.9112,0.9509,0.1314,0.1314,0,0.7535,0.8686,0.5,2024-06-23 21:50:01
0.4147,0.0494,0.7306,0,0.9109,0.9506,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 21:51:09
0.4113,0.0487,0.7252,0,0.9119,0.9513,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 21:52:19
0.465,0.0483,0.8336,0,0.9123,0.9517,0.1312,0.1312,0,0.754,0.8688,0.5,2024-06-23 21:53:27
0.7336,0.0482,1.3707,0,0.9127,0.9518,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 21:54:39
0.749,0.0484,1.4012,0,0.9122,0.9516,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 21:55:48
1.1941,0.0481,2.292,0,0.9127,0.9519,0.1314,0.1314,0,0.7534,0.8686,0.5,2024-06-23 21:56:57
1.1376,0.0489,2.1774,0,0.9113,0.9511,0.1315,0.1315,0,0.7534,0.8685,0.5,2024-06-23 21:58:06
1.0801,0.0486,2.0631,0,0.912,0.9514,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 21:59:18
1.4329,0.0486,2.7687,0,0.9118,0.9514,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:00:28
1.4576,0.0486,2.8181,0,0.9118,0.9514,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:01:38
1.4353,0.0485,2.7736,0,0.912,0.9515,0.1311,0.1311,0,0.7541,0.8689,0.5,2024-06-23 22:02:50
1.3523,0.0481,2.6083,0,0.9127,0.9519,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:04:02
1.495,0.0484,2.8931,0,0.9121,0.9516,0.1313,0.1313,0,0.7538,0.8687,0.5,2024-06-23 22:05:12
1.4544,0.0488,2.8112,0,0.9116,0.9512,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 22:06:24
1.3988,0.0486,2.7004,0,0.9118,0.9514,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 22:07:38
1.5011,0.0481,2.9059,0,0.9128,0.9519,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 22:08:57
1.448,0.0486,2.7987,0,0.9119,0.9514,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:10:08
1.4502,0.0486,2.8033,0,0.912,0.9514,0.1314,0.1314,0,0.7535,0.8686,0.5,2024-06-23 22:11:17
1.4674,0.0487,2.8374,0,0.9117,0.9513,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 22:12:24
1.4124,0.0482,2.7284,0,0.9125,0.9518,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:13:33
1.3645,0.0481,2.6327,0,0.9123,0.9519,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:14:42
1.3248,0.0485,2.5526,0,0.912,0.9515,0.1312,0.1312,0,0.7539,0.8688,0.5,2024-06-23 22:15:59
1.3952,0.0487,2.6931,0,0.9119,0.9513,0.1314,0.1314,0,0.7534,0.8686,0.5,2024-06-23 22:17:17
1.5006,0.0484,2.9044,0,0.9122,0.9516,0.1314,0.1314,0,0.7534,0.8686,0.5,2024-06-23 22:18:32
1.5354,0.0482,2.9743,0,0.9127,0.9518,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 22:19:48
1.5023,0.049,2.9066,0,0.9113,0.951,0.1314,0.1314,0,0.7535,0.8686,0.5,2024-06-23 22:21:01
1.515,0.0487,2.9325,0,0.9118,0.9513,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:22:18
1.569,0.0488,3.0404,0,0.9115,0.9512,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:23:31
1.5611,0.0493,3.0237,0,0.9106,0.9507,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 22:24:40
1.5992,0.0486,3.1011,0,0.9117,0.9514,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:25:48
1.5795,0.0486,3.0618,0,0.9118,0.9514,0.1314,0.1314,0,0.7532,0.8686,0.5,2024-06-23 22:26:58
1.6813,0.048,3.2665,0,0.9127,0.952,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:28:07
1.7071,0.0484,3.3174,0,0.9121,0.9516,0.1314,0.1314,0,0.7535,0.8686,0.5,2024-06-23 22:29:16
1.7718,0.0485,3.4467,0,0.9121,0.9515,0.1312,0.1312,0,0.7536,0.8688,0.5,2024-06-23 22:30:24
1.8298,0.0486,3.5626,0,0.9117,0.9514,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 22:31:33
1.8272,0.0488,3.5568,0,0.9115,0.9512,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 22:32:42
1.8285,0.0486,3.5598,0,0.912,0.9514,0.1311,0.1311,0,0.7539,0.8689,0.5,2024-06-23 22:33:52
1.8341,0.0487,3.5707,0,0.9117,0.9513,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 22:35:02
1.8279,0.0489,3.5582,0,0.9115,0.9511,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 22:36:09
1.8126,0.0486,3.5279,0,0.9119,0.9514,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:37:19
1.889,0.0484,3.6812,0,0.912,0.9516,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 22:38:27
1.8215,0.0482,3.5466,0,0.9127,0.9518,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 22:39:36
1.7531,0.0487,3.4089,0,0.9116,0.9513,0.1311,0.1311,0,0.7539,0.8689,0.5,2024-06-23 22:40:44
1.7651,0.048,3.4343,0,0.9128,0.952,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:41:52
1.7677,0.0485,3.4384,0,0.9122,0.9515,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 22:43:00
1.7006,0.0485,3.3042,0,0.912,0.9515,0.1311,0.1311,0,0.754,0.8689,0.5,2024-06-23 22:44:08
1.6346,0.0479,3.1734,0,0.913,0.9521,0.1315,0.1315,0,0.7532,0.8685,0.5,2024-06-23 22:45:15
1.633,0.0481,3.1698,0,0.9127,0.9519,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:46:25
1.6006,0.0478,3.1056,0,0.9131,0.9522,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:47:35
1.6047,0.0486,3.1121,0,0.9118,0.9514,0.1314,0.1314,0,0.7533,0.8686,0.5,2024-06-23 22:48:44
1.6475,0.0486,3.1978,0,0.9117,0.9514,0.1311,0.1311,0,0.7539,0.8689,0.5,2024-06-23 22:49:52
1.6295,0.0488,3.1614,0,0.9112,0.9512,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 22:51:01
1.7204,0.0482,3.3444,0,0.9123,0.9518,0.1311,0.1311,0,0.7539,0.8689,0.5,2024-06-23 22:52:09
1.7175,0.0483,3.3384,0,0.9124,0.9517,0.1312,0.1312,0,0.7536,0.8688,0.5,2024-06-23 22:53:18
1.651,0.0494,3.2032,0,0.9103,0.9506,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 22:54:28
1.6482,0.0487,3.1989,0,0.9119,0.9513,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 22:55:37
1.6532,0.0487,3.2089,0,0.9118,0.9513,0.1311,0.1311,0,0.7539,0.8689,0.5,2024-06-23 22:56:48
1.703,0.0482,3.3096,0,0.9126,0.9518,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 22:57:56
1.729,0.0486,3.3607,0,0.9118,0.9514,0.1312,0.1312,0,0.7536,0.8688,0.5,2024-06-23 22:59:04
1.6391,0.0485,3.1812,0,0.9119,0.9515,0.1311,0.1311,0,0.7539,0.8689,0.5,2024-06-23 23:00:11
1.61,0.0486,3.1229,0,0.9119,0.9514,0.1312,0.1312,0,0.7535,0.8688,0.5,2024-06-23 23:01:18
1.5651,0.0481,3.0339,0,0.9126,0.9519,0.1311,0.1311,0,0.7538,0.8689,0.5,2024-06-23 23:02:26
1.5654,0.0485,3.0338,0,0.9121,0.9515,0.1314,0.1314,0,0.7534,0.8686,0.5,2024-06-23 23:03:36
1.4859,0.049,2.8738,0,0.9113,0.951,0.1314,0.1314,0,0.7536,0.8686,0.5,2024-06-23 23:04:46
1.5295,0.0483,2.9624,0,0.9123,0.9517,0.1315,0.1315,0,0.7533,0.8685,0.5,2024-06-23 23:05:55
1.6066,0.0485,3.1162,0,0.9119,0.9515,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 23:07:03
1.6603,0.0488,3.2228,0,0.9115,0.9512,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:08:13
1.6494,0.0487,3.2014,0,0.9117,0.9513,0.1312,0.1312,0,0.7536,0.8688,0.5,2024-06-23 23:09:22
1.5753,0.0486,3.0535,0,0.9118,0.9514,0.1314,0.1314,0,0.7535,0.8686,0.5,2024-06-23 23:10:34
1.5299,0.0488,2.9622,0,0.9117,0.9512,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 23:11:44
1.5652,0.049,3.0323,0,0.9113,0.951,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 23:12:54
1.5521,0.0482,3.0078,0,0.9125,0.9518,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 23:14:01
1.5444,0.049,2.9909,0,0.9111,0.951,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:15:09
1.5437,0.0485,2.9903,0,0.9121,0.9515,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 23:16:17
1.5884,0.0488,3.0791,0,0.9114,0.9512,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:17:26
1.6405,0.0488,3.1835,0,0.9116,0.9512,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:18:35
1.6184,0.0485,3.1398,0,0.9121,0.9515,0.1312,0.1312,0,0.7537,0.8688,0.5,2024-06-23 23:19:42
1.5463,0.0487,2.9951,0,0.9115,0.9513,0.1312,0.1312,0,0.7536,0.8688,0.5,2024-06-23 23:20:52
1.5401,0.049,2.9823,0,0.9114,0.951,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 23:22:01
1.5838,0.0484,3.0709,0,0.9123,0.9516,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:23:10
1.5911,0.0488,3.0846,0,0.9115,0.9512,0.1314,0.1314,0,0.7535,0.8686,0.5,2024-06-23 23:24:18
1.5303,0.0483,2.9641,0,0.9123,0.9517,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 23:25:39
1.5344,0.0488,2.9712,0,0.9115,0.9512,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:26:55
1.5293,0.0483,2.9618,0,0.9124,0.9517,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:28:06
1.5542,0.0483,3.0119,0,0.9121,0.9517,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 23:29:18
1.5329,0.0489,2.9679,0,0.9112,0.9511,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 23:30:26
1.4884,0.0488,2.8792,0,0.9112,0.9512,0.1313,0.1313,0,0.7536,0.8687,0.5,2024-06-23 23:31:37
1.4704,0.0484,2.8439,0,0.9122,0.9516,0.1313,0.1313,0,0.7537,0.8687,0.5,2024-06-23 23:32:45
1.4811,0.049,2.8643,0,0.9111,0.951,0.1314,0.1314,0,0.7534,0.8686,0.5,2024-06-23 23:33:54
1.3916,0.0489,2.6854,0,0.9115,0.9511,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:35:01
1.3969,0.0486,2.6966,0,0.912,0.9514,0.1313,0.1313,0,0.7535,0.8687,0.5,2024-06-23 23:36:09
1.3853,0.048,2.6745,0,0.9127,0.952,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:37:17
1.3834,0.0479,2.6709,0,0.9129,0.9521,0.1312,0.1312,0,0.7538,0.8688,0.5,2024-06-23 23:38:25
1.3792,0.0483,2.6618,0,0.9124,0.9517,0.1315,0.1315,0,0.7534,0.8685,0.5,2024-06-23 23:39:34
1.3545,0.049,2.6109,0,0.9111,0.951,0.1312,0.1312,0,0.7536,0.8688,0.5,2024-06-23 23:40:43
1.3213,0.0481,2.5464,0,0.9127,0.9519,0.1311,0.1311,0,0.754,0.8689,0.5,2024-06-23 23:41:49
1.3506,0.0483,2.6046,0,0.9123,0.9517,0.1312,0.1312,0,0.7539,0.8688,0.5,2024-06-23 23:42:58
