t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
1.1294,0.4001,7.2937,0,0.0914,0.5131,0.1347,0.2828,0.2828,0,0,0.0652,0.5086,0.1007,2024-05-24 17:28:59
0.8613,0.1607,7.0063,0,0.2984,0.6984,0.4095,0.1604,0.1604,0,0,0.3982,0.8007,0.4962,2024-05-24 17:39:16
0.8279,0.1213,7.0669,0,0.4367,0.8206,0.5378,0.1477,0.1477,0,0,0.4873,0.8648,0.5666,2024-05-24 17:49:26
0.8091,0.0947,7.1445,0,0.4914,0.8605,0.5827,0.1327,0.1327,0,0,0.5043,0.8681,0.5928,2024-05-24 17:59:37
0.7957,0.0755,7.2014,0,0.5581,0.8863,0.658,0.1404,0.1404,0,0,0.5704,0.8942,0.6615,2024-05-24 18:09:49
0.7913,0.0668,7.2448,0,0.6031,0.9013,0.7049,0.1401,0.1401,0,0,0.5807,0.8885,0.679,2024-05-24 18:20:01
0.7855,0.0584,7.2718,0,0.6319,0.9123,0.7302,0.1429,0.1429,0,0,0.6185,0.9066,0.7133,2024-05-24 18:29:59
0.7837,0.0558,7.2787,0,0.6707,0.9224,0.7695,0.1443,0.1443,0,0,0.6334,0.8983,0.7371,2024-05-24 18:39:58
0.7802,0.0546,7.2564,0,0.6819,0.9231,0.7803,0.1558,0.1558,0,0,0.6333,0.9094,0.7291,2024-05-24 18:49:51
0.7736,0.048,7.2562,0,0.707,0.9297,0.803,0.1632,0.1632,0,0,0.6393,0.9214,0.7289,2024-05-24 18:59:45
0.7733,0.0469,7.2641,0,0.725,0.9372,0.8172,0.169,0.169,0,0,0.6562,0.9191,0.7477,2024-05-24 19:09:43
0.7704,0.042,7.2837,0,0.7475,0.941,0.8386,0.148,0.148,0,0,0.7023,0.9238,0.7949,2024-05-24 19:19:41
0.7733,0.0412,7.3209,0,0.7594,0.944,0.8467,0.1589,0.1589,0,0,0.7033,0.9221,0.7974,2024-05-24 19:29:36
0.7718,0.0384,7.3332,0,0.7741,0.9472,0.8596,0.1678,0.1678,0,0,0.7056,0.9235,0.7949,2024-05-24 19:39:35
0.77,0.0363,7.3371,0,0.7829,0.9504,0.8654,0.1512,0.1512,0,0,0.717,0.9294,0.8093,2024-05-24 19:49:34
0.7685,0.0332,7.3527,0,0.799,0.9539,0.8781,0.1564,0.1564,0,0,0.7312,0.9327,0.8213,2024-05-24 19:59:32
0.7698,0.0322,7.3756,0,0.8061,0.9563,0.8823,0.1616,0.1616,0,0,0.7418,0.9275,0.831,2024-05-24 20:09:31
0.7689,0.0309,7.3803,0,0.8126,0.9576,0.8868,0.1542,0.1542,0,0,0.7478,0.9304,0.8323,2024-05-24 20:19:26
0.7689,0.0297,7.3917,0,0.8211,0.9589,0.8933,0.1785,0.1785,0,0,0.7226,0.9323,0.8085,2024-05-24 20:29:29
0.7667,0.0278,7.3899,0,0.826,0.9625,0.895,0.1704,0.1704,0,0,0.7457,0.9363,0.8305,2024-05-24 20:39:30
0.767,0.0282,7.3878,0,0.8392,0.9641,0.9057,0.1682,0.1682,0,0,0.7472,0.9365,0.8295,2024-05-24 20:49:30
0.7651,0.0261,7.3896,0,0.8433,0.964,0.9086,0.1727,0.1727,0,0,0.7428,0.9365,0.8255,2024-05-24 20:59:36
0.7656,0.0247,7.4089,0,0.8458,0.966,0.9102,0.1754,0.1754,0,0,0.7575,0.9354,0.839,2024-05-24 21:09:44
0.7632,0.023,7.4026,0,0.8549,0.9678,0.9161,0.1813,0.1813,0,0,0.7549,0.938,0.8359,2024-05-24 21:19:52
0.7613,0.0222,7.3913,0,0.864,0.9698,0.9225,0.182,0.182,0,0,0.76,0.9397,0.8395,2024-05-24 21:30:00
0.7613,0.022,7.393,0,0.8663,0.9706,0.9232,0.1867,0.1867,0,0,0.7698,0.938,0.8511,2024-05-24 21:40:10
0.7598,0.0211,7.3867,0,0.871,0.9716,0.9266,0.1847,0.1847,0,0,0.7702,0.9405,0.8523,2024-05-24 21:50:17
