t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
0.7591,0.021,7.3815,0,0.872,0.972,0.9272,0.1938,0.1938,0,0,0.7595,0.9421,0.8383,2024-05-24 22:00:36
0.7584,0.0203,7.381,0,0.8761,0.9728,0.9296,0.203,0.203,0,0,0.7662,0.9407,0.8474,2024-05-24 22:10:55
0.7558,0.0193,7.365,0,0.88,0.9736,0.9323,0.2006,0.2006,0,0,0.7743,0.9396,0.853,2024-05-24 22:21:12
0.7557,0.0207,7.35,0,0.8822,0.974,0.934,0.1913,0.1913,0,0,0.7716,0.9422,0.8498,2024-05-24 22:31:28
0.7546,0.0201,7.3444,0,0.8844,0.974,0.9348,0.1957,0.1957,0,0,0.7742,0.9408,0.8536,2024-05-24 22:41:55
0.7531,0.0185,7.3458,0,0.8832,0.9745,0.9348,0.1961,0.1961,0,0,0.7723,0.94,0.8506,2024-05-24 22:52:09
0.7522,0.0182,7.3406,0,0.8856,0.975,0.9356,0.196,0.196,0,0,0.7768,0.9415,0.8535,2024-05-24 23:02:43
0.7552,0.0214,7.3376,0,0.8913,0.9748,0.9392,0.205,0.205,0,0,0.7646,0.9409,0.844,2024-05-24 23:13:05
0.7572,0.0237,7.3344,0,0.8776,0.9735,0.9303,0.2019,0.2019,0,0,0.7522,0.9405,0.8302,2024-05-24 23:23:26
0.7588,0.0243,7.3452,0,0.8756,0.9716,0.9298,0.2029,0.2029,0,0,0.7482,0.9363,0.8292,2024-05-24 23:33:51
0.7541,0.0212,7.3288,0,0.8722,0.9711,0.9273,0.2171,0.2171,0,0,0.7476,0.9373,0.826,2024-05-24 23:44:19
0.7517,0.0194,7.323,0,0.8771,0.973,0.9305,0.2134,0.2134,0,0,0.761,0.9386,0.8396,2024-05-24 23:54:48
0.7507,0.0181,7.3257,0,0.8875,0.9747,0.9376,0.2124,0.2124,0,0,0.7592,0.9404,0.8346,2024-05-25 00:05:15
0.7491,0.0171,7.3195,0,0.8919,0.9763,0.9395,0.2144,0.2144,0,0,0.769,0.9435,0.846,2024-05-25 00:15:57
0.75,0.0164,7.3365,0,0.8972,0.9774,0.9434,0.2223,0.2223,0,0,0.7689,0.9423,0.8439,2024-05-25 00:26:35
0.7474,0.0156,7.3185,0,0.9018,0.9782,0.9455,0.2286,0.2286,0,0,0.7708,0.942,0.846,2024-05-25 00:37:19
0.7471,0.015,7.3207,0,0.9042,0.9791,0.9476,0.2294,0.2294,0,0,0.7744,0.9443,0.8491,2024-05-25 00:47:54
0.7471,0.0154,7.3171,0,0.9041,0.9795,0.9467,0.2227,0.2227,0,0,0.7834,0.9445,0.8576,2024-05-25 00:58:36
0.7469,0.016,7.3095,0,0.9074,0.9796,0.9489,0.2183,0.2183,0,0,0.7881,0.9432,0.861,2024-05-25 01:09:22
0.7462,0.0159,7.3035,0,0.908,0.9796,0.9493,0.228,0.228,0,0,0.7759,0.9428,0.8523,2024-05-25 01:19:57
0.7466,0.0161,7.3056,0,0.9055,0.9797,0.9482,0.2227,0.2227,0,0,0.7769,0.9453,0.8512,2024-05-25 01:30:33
0.7436,0.0151,7.2845,0,0.906,0.9797,0.9479,0.216,0.216,0,0,0.7866,0.9442,0.8605,2024-05-25 01:41:23
0.7418,0.0149,7.269,0,0.9117,0.9802,0.9521,0.225,0.225,0,0,0.7829,0.9422,0.8557,2024-05-25 01:52:16
0.7397,0.0153,7.2443,0,0.9132,0.9805,0.9526,0.2185,0.2185,0,0,0.7817,0.9441,0.855,2024-05-25 02:03:11
0.7399,0.015,7.2488,0,0.9108,0.9805,0.9507,0.2248,0.2248,0,0,0.7767,0.9435,0.8524,2024-05-25 02:14:04
0.7384,0.0141,7.2434,0,0.9109,0.9808,0.9514,0.2225,0.2225,0,0,0.7835,0.9449,0.8575,2024-05-25 02:25:07
0.736,0.014,7.2201,0,0.9162,0.9813,0.9548,0.2387,0.2387,0,0,0.7761,0.9448,0.8503,2024-05-25 02:36:15
0.7365,0.0132,7.2325,0,0.9157,0.982,0.9536,0.2345,0.2345,0,0,0.7876,0.9445,0.8613,2024-05-25 02:47:23
0.7348,0.0127,7.2204,0,0.9201,0.9824,0.957,0.2404,0.2404,0,0,0.7829,0.9442,0.857,2024-05-25 02:58:25
0.7323,0.0124,7.1992,0,0.9201,0.9829,0.9567,0.2562,0.2562,0,0,0.7784,0.9438,0.8518,2024-05-25 03:09:36
0.7302,0.0118,7.1834,0,0.9227,0.9833,0.9576,0.2402,0.2402,0,0,0.7846,0.9444,0.8583,2024-05-25 03:20:48
0.729,0.0119,7.1707,0,0.9264,0.9837,0.9607,0.2404,0.2404,0,0,0.791,0.9455,0.8626,2024-05-25 03:32:04
0.7279,0.0116,7.1626,0,0.9271,0.9842,0.961,0.2472,0.2472,0,0,0.7894,0.9456,0.8618,2024-05-25 03:43:14
0.7279,0.012,7.1593,0,0.9274,0.9842,0.9612,0.2535,0.2535,0,0,0.7927,0.9444,0.8647,2024-05-25 03:54:23
0.7288,0.0121,7.1674,0,0.928,0.9842,0.9614,0.2597,0.2597,0,0,0.7885,0.9451,0.8604,2024-05-25 04:05:47
0.731,0.0119,7.1908,0,0.9279,0.9843,0.9614,0.2584,0.2584,0,0,0.7901,0.9459,0.8626,2024-05-25 04:17:10
0.7297,0.0116,7.1807,0,0.9288,0.9846,0.9618,0.257,0.257,0,0,0.7917,0.945,0.8625,2024-05-25 04:28:34
0.7269,0.0113,7.1561,0,0.9306,0.9846,0.9629,0.2577,0.2577,0,0,0.7907,0.9458,0.8633,2024-05-25 04:40:03
0.7298,0.0116,7.1824,0,0.9294,0.9848,0.962,0.2532,0.2532,0,0,0.7897,0.9457,0.8615,2024-05-25 04:51:37
0.7283,0.0113,7.1707,0,0.9306,0.985,0.9628,0.2578,0.2578,0,0,0.793,0.9451,0.8663,2024-05-25 05:03:17
0.7268,0.0111,7.1574,0,0.9313,0.9851,0.9633,0.2565,0.2565,0,0,0.7941,0.9458,0.8654,2024-05-25 05:14:56
0.7255,0.0111,7.1438,0,0.9328,0.9852,0.9641,0.2618,0.2618,0,0,0.7942,0.9459,0.8659,2024-05-25 05:26:40
0.7237,0.0108,7.1291,0,0.9329,0.9856,0.9643,0.2566,0.2566,0,0,0.7948,0.9461,0.8659,2024-05-25 05:38:22
0.7218,0.0103,7.1149,0,0.9336,0.9857,0.9643,0.2586,0.2586,0,0,0.8006,0.9463,0.8709,2024-05-25 05:50:12
0.7237,0.0102,7.1353,0,0.9352,0.9859,0.9654,0.2605,0.2605,0,0,0.7952,0.9466,0.8666,2024-05-25 06:02:08
0.7266,0.0101,7.1644,0,0.9363,0.9863,0.9661,0.2674,0.2674,0,0,0.7961,0.9462,0.8675,2024-05-25 06:14:05
0.7251,0.0101,7.15,0,0.9375,0.9865,0.9667,0.2605,0.2605,0,0,0.7957,0.9468,0.8674,2024-05-25 06:25:54
0.7212,0.0103,7.1085,0,0.9378,0.9865,0.9668,0.2666,0.2666,0,0,0.7961,0.9466,0.8674,2024-05-25 06:37:51
0.7218,0.0102,7.1159,0,0.9384,0.9865,0.9674,0.2704,0.2704,0,0,0.7956,0.9462,0.8671,2024-05-25 06:49:52
0.719,0.01,7.0895,0,0.9376,0.9867,0.9668,0.267,0.267,0,0,0.7963,0.9462,0.867,2024-05-25 07:01:45
0.7157,0.0101,7.0566,0,0.9391,0.9867,0.9677,0.2733,0.2733,0,0,0.7976,0.9464,0.8684,2024-05-25 07:13:41
0.7135,0.0102,7.0334,0,0.9386,0.9867,0.9675,0.2859,0.2859,0,0,0.7962,0.9458,0.8667,2024-05-25 07:25:44
0.711,0.0102,7.0074,0,0.9402,0.9869,0.9682,0.2831,0.2831,0,0,0.7958,0.9456,0.8664,2024-05-25 07:37:46
0.7092,0.0099,6.993,0,0.9384,0.9869,0.9674,0.2747,0.2747,0,0,0.7958,0.947,0.8659,2024-05-25 07:49:46
0.7128,0.0096,7.0324,0,0.9405,0.9871,0.9684,0.267,0.267,0,0,0.7995,0.9473,0.8705,2024-05-25 08:01:37
0.7065,0.0096,6.9696,0,0.941,0.9872,0.9688,0.2782,0.2782,0,0,0.7991,0.9465,0.8696,2024-05-25 08:13:36
0.7006,0.0099,6.9076,0,0.9418,0.9873,0.9689,0.2784,0.2784,0,0,0.7951,0.9473,0.8656,2024-05-25 08:25:37
0.6969,0.0095,6.8735,0,0.9418,0.9874,0.9693,0.2781,0.2781,0,0,0.802,0.9466,0.8726,2024-05-25 08:37:34
0.6934,0.0103,6.831,0,0.9421,0.9873,0.9694,0.2666,0.2666,0,0,0.7996,0.9465,0.8702,2024-05-25 08:49:26
0.6934,0.01,6.834,0,0.9415,0.9872,0.9689,0.2726,0.2726,0,0,0.7998,0.9467,0.8704,2024-05-25 09:01:24
0.6878,0.0096,6.7821,0,0.9405,0.9871,0.9684,0.2758,0.2758,0,0,0.8001,0.9464,0.8702,2024-05-25 09:13:26
0.6826,0.0095,6.7319,0,0.9422,0.9874,0.9695,0.269,0.269,0,0,0.8011,0.9474,0.8711,2024-05-25 09:25:32
0.681,0.0091,6.7188,0,0.9427,0.9876,0.9696,0.2757,0.2757,0,0,0.8016,0.9471,0.8725,2024-05-25 09:37:26
0.6766,0.0093,6.6733,0,0.9452,0.9877,0.9713,0.2874,0.2874,0,0,0.7975,0.9461,0.8685,2024-05-25 09:49:31
0.6729,0.009,6.6391,0,0.9431,0.988,0.9697,0.2859,0.2859,0,0,0.7993,0.9463,0.8694,2024-05-25 10:01:23
0.6685,0.0091,6.5945,0,0.9441,0.9879,0.9705,0.283,0.283,0,0,0.7998,0.9467,0.8702,2024-05-25 10:13:25
0.6636,0.0094,6.5426,0,0.9465,0.988,0.9719,0.2808,0.2808,0,0,0.7986,0.9462,0.8694,2024-05-25 10:25:26
0.6579,0.0092,6.4871,0,0.9443,0.988,0.9703,0.284,0.284,0,0,0.7993,0.9477,0.8684,2024-05-25 10:37:28
0.6554,0.0093,6.4615,0,0.9447,0.988,0.971,0.2806,0.2806,0,0,0.8001,0.9455,0.8697,2024-05-25 10:49:22
0.6576,0.0091,6.4843,0,0.9455,0.9881,0.9711,0.2846,0.2846,0,0,0.7967,0.9463,0.8687,2024-05-25 11:01:18
0.6512,0.0092,6.4193,0,0.9448,0.9881,0.9709,0.2863,0.2863,0,0,0.8001,0.9464,0.87,2024-05-25 11:13:15
0.6446,0.0091,6.3554,0,0.9456,0.9882,0.9713,0.2899,0.2899,0,0,0.7989,0.9461,0.8698,2024-05-25 11:25:06
0.6365,0.0092,6.2724,0,0.9459,0.9882,0.9715,0.2887,0.2887,0,0,0.7986,0.9468,0.8684,2024-05-25 11:37:00
