t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
3.4994,0.0344,6.93,0,0.9297,0.9831,0.9606,0.2189,0.2189,0,0,0.7706,0.9374,0.8414,0.5,2024-06-03 12:05:33
3.504,0.0335,6.9409,0,0.9303,0.9833,0.9609,0.2212,0.2212,0,0,0.7691,0.9375,0.8396,0.5,2024-06-03 12:08:08
3.4872,0.0336,6.9073,0,0.9303,0.9833,0.9607,0.2223,0.2223,0,0,0.7711,0.9373,0.842,0.5,2024-06-03 12:10:54
3.4715,0.0338,6.8754,0,0.9312,0.9834,0.9616,0.2233,0.2233,0,0,0.7703,0.9375,0.8409,0.5,2024-06-03 12:13:48
3.4686,0.0338,6.8695,0,0.9303,0.9832,0.961,0.2211,0.2211,0,0,0.7707,0.9373,0.8414,0.5,2024-06-03 12:16:50
3.4603,0.0335,6.8536,0,0.9314,0.9834,0.9617,0.2223,0.2223,0,0,0.7708,0.9373,0.8416,0.5,2024-06-03 12:19:51
3.4532,0.0344,6.8377,0,0.9306,0.9833,0.961,0.2224,0.2224,0,0,0.7696,0.9373,0.8403,0.5,2024-06-03 12:23:02
3.4447,0.0342,6.8209,0,0.93,0.9831,0.9606,0.2209,0.2209,0,0,0.7689,0.9375,0.8395,0.5,2024-06-03 12:26:29
3.4371,0.0337,6.8067,0,0.9307,0.9833,0.9612,0.2207,0.2207,0,0,0.7684,0.9374,0.8386,0.5,2024-06-03 12:29:57
3.4312,0.0348,6.7929,0,0.9295,0.9831,0.9605,0.2215,0.2215,0,0,0.771,0.9372,0.8419,0.5,2024-06-03 12:33:36
3.4244,0.0339,6.781,0,0.9307,0.9833,0.9615,0.2235,0.2235,0,0,0.7725,0.9373,0.8436,0.5,2024-06-03 12:37:24
3.4213,0.0345,6.7734,0,0.9292,0.9831,0.9602,0.2203,0.2203,0,0,0.7711,0.9375,0.8418,0.5,2024-06-03 12:41:26
3.3972,0.0343,6.7257,0,0.9296,0.983,0.9604,0.2204,0.2204,0,0,0.77,0.9374,0.8404,0.5,2024-06-03 12:45:33
3.3775,0.0335,6.6879,0,0.9302,0.9834,0.9608,0.2216,0.2216,0,0,0.7719,0.9371,0.843,0.5,2024-06-03 12:49:42
3.3741,0.034,6.6801,0,0.9299,0.9832,0.9606,0.2228,0.2228,0,0,0.7709,0.9373,0.8418,0.5,2024-06-03 12:53:54
3.3708,0.0345,6.6725,0,0.9297,0.983,0.9607,0.2213,0.2213,0,0,0.7709,0.9372,0.8418,0.5,2024-06-03 12:58:15
3.3607,0.0344,6.6525,0,0.9299,0.9831,0.9607,0.2241,0.2241,0,0,0.7683,0.9371,0.8389,0.5,2024-06-03 13:02:34
3.3518,0.0337,6.6363,0,0.9308,0.9833,0.9614,0.2223,0.2223,0,0,0.772,0.9372,0.8431,0.5,2024-06-03 13:07:19
3.3341,0.0335,6.6012,0,0.9299,0.9833,0.9609,0.2217,0.2217,0,0,0.7697,0.9374,0.8403,0.5,2024-06-03 13:12:01
3.3099,0.0346,6.5504,0,0.9288,0.9831,0.9599,0.2222,0.2222,0,0,0.7694,0.9373,0.8401,0.5,2024-06-03 13:16:51
3.3038,0.0339,6.5398,0,0.9302,0.9833,0.9608,0.2199,0.2199,0,0,0.7686,0.9377,0.8388,0.5,2024-06-03 13:21:22
3.2997,0.0336,6.5322,0,0.9308,0.9834,0.9612,0.2213,0.2213,0,0,0.7703,0.9373,0.8411,0.5,2024-06-03 13:25:49
3.2975,0.0331,6.5287,0,0.9323,0.9836,0.9621,0.2215,0.2215,0,0,0.769,0.9374,0.8395,0.5,2024-06-03 13:30:16
3.2981,0.0335,6.5292,0,0.9314,0.9835,0.9619,0.2241,0.2241,0,0,0.772,0.9371,0.8431,0.5,2024-06-03 13:34:52
3.2972,0.0337,6.5272,0,0.9302,0.9834,0.9608,0.2196,0.2196,0,0,0.7671,0.9376,0.8369,0.5,2024-06-03 13:39:21
3.3002,0.0338,6.5329,0,0.9307,0.9833,0.9613,0.223,0.223,0,0,0.7713,0.9374,0.842,0.5,2024-06-03 13:43:54
3.3005,0.034,6.5331,0,0.931,0.9832,0.9615,0.2213,0.2213,0,0,0.7707,0.9373,0.8413,0.5,2024-06-03 13:48:19
3.3014,0.0334,6.536,0,0.9308,0.9834,0.9613,0.2206,0.2206,0,0,0.7707,0.9374,0.8415,0.5,2024-06-03 13:52:48
3.3021,0.0335,6.5372,0,0.9304,0.9833,0.961,0.2212,0.2212,0,0,0.7709,0.9375,0.8416,0.5,2024-06-03 13:57:20
3.3055,0.0333,6.5443,0,0.9315,0.9835,0.9618,0.2225,0.2225,0,0,0.7705,0.9377,0.8412,0.5,2024-06-03 14:01:38
3.3079,0.0336,6.5487,0,0.9309,0.9834,0.9614,0.2224,0.2224,0,0,0.7714,0.9376,0.8422,0.5,2024-06-03 14:05:58
3.3117,0.0335,6.5564,0,0.93,0.9833,0.9606,0.2218,0.2218,0,0,0.7702,0.9373,0.8409,0.5,2024-06-03 14:10:37
3.3143,0.0339,6.5607,0,0.93,0.9833,0.9608,0.2219,0.2219,0,0,0.7713,0.9374,0.8422,0.5,2024-06-03 14:15:05
3.3184,0.034,6.5686,0,0.9301,0.9832,0.9609,0.2234,0.2234,0,0,0.7709,0.9369,0.8422,0.5,2024-06-03 14:19:40
3.325,0.0331,6.5838,0,0.9317,0.9836,0.9619,0.2232,0.2232,0,0,0.769,0.9374,0.8396,0.5,2024-06-03 14:24:13
3.3347,0.0335,6.6024,0,0.9308,0.9834,0.9615,0.2224,0.2224,0,0,0.7694,0.9375,0.8397,0.5,2024-06-03 14:28:48
3.3528,0.034,6.6377,0,0.9302,0.9833,0.9609,0.2242,0.2242,0,0,0.7686,0.9375,0.8387,0.5,2024-06-03 14:33:12
