t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
0.8689,0.0455,1.6468,0,0.9377,0.9854,0.9639,0.1385,0.1385,0,0,0.9164,0.9754,0.9466,0,2024-06-03 00:46:51
0.8149,0.0449,1.5401,0,0.9382,0.9855,0.9644,0.1387,0.1387,0,0,0.9167,0.9755,0.9468,0,2024-06-03 00:49:30
0.7717,0.0443,1.4547,0,0.9386,0.9855,0.9646,0.1393,0.1393,0,0,0.9172,0.9755,0.9472,0,2024-06-03 00:52:50
0.7574,0.0437,1.4274,0,0.9391,0.9857,0.9652,0.1387,0.1387,0,0,0.9167,0.9754,0.9468,0,2024-06-03 00:56:51
0.7272,0.0448,1.3647,0,0.9387,0.9856,0.9648,0.1384,0.1384,0,0,0.9167,0.9755,0.9468,0,2024-06-03 01:01:35
0.7098,0.0451,1.3295,0,0.9384,0.9855,0.9644,0.1397,0.1397,0,0,0.9173,0.9755,0.9472,0,2024-06-03 01:06:59
0.6771,0.0443,1.2655,0,0.9387,0.9856,0.9649,0.1381,0.1381,0,0,0.9167,0.9755,0.9469,0,2024-06-03 01:12:53
0.671,0.0447,1.2527,0,0.9387,0.9856,0.9647,0.1389,0.1389,0,0,0.917,0.9755,0.947,0,2024-06-03 01:18:48
0.662,0.0438,1.2363,0,0.9389,0.9857,0.9649,0.1381,0.1381,0,0,0.9162,0.9754,0.9465,0,2024-06-03 01:24:44
0.6508,0.0455,1.2105,0,0.9376,0.9855,0.9639,0.1395,0.1395,0,0,0.9165,0.9753,0.9466,0,2024-06-03 01:30:40
0.6476,0.0454,1.2043,0,0.9376,0.9853,0.964,0.1385,0.1385,0,0,0.9164,0.9754,0.9465,0,2024-06-03 01:36:37
0.6563,0.044,1.2248,0,0.9383,0.9857,0.9644,0.139,0.139,0,0,0.9167,0.9754,0.9468,0,2024-06-03 01:42:33
0.6841,0.0461,1.276,0,0.9379,0.9853,0.9643,0.138,0.138,0,0,0.9166,0.9755,0.9467,0,2024-06-03 01:48:29
0.6763,0.0445,1.2636,0,0.9388,0.9856,0.9647,0.1398,0.1398,0,0,0.9169,0.9754,0.9469,0,2024-06-03 01:54:25
0.6497,0.045,1.2093,0,0.9385,0.9855,0.9647,0.1381,0.1381,0,0,0.9166,0.9754,0.9467,0,2024-06-03 02:00:22
0.6427,0.0437,1.1981,0,0.9393,0.9857,0.9652,0.1405,0.1405,0,0,0.9176,0.9754,0.9473,0,2024-06-03 02:06:19
0.6639,0.0444,1.239,0,0.9385,0.9857,0.9644,0.138,0.138,0,0,0.9162,0.9754,0.9465,0,2024-06-03 02:12:17
0.6797,0.0446,1.2704,0,0.9384,0.9857,0.9642,0.1378,0.1378,0,0,0.9164,0.9755,0.9466,0,2024-06-03 02:18:14
0.6963,0.0454,1.3019,0,0.9379,0.9854,0.9642,0.138,0.138,0,0,0.9163,0.9754,0.9466,0,2024-06-03 02:24:12
0.7283,0.0449,1.3669,0,0.9382,0.9856,0.9645,0.1392,0.1392,0,0,0.9169,0.9754,0.947,0,2024-06-03 02:30:10
