t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
8.0694,0.0439,16.0509,0,0.9496,0.9874,0.9715,0.0553,0.0553,0,0,0.9575,0.9885,0.9764,0.5,2024-06-03 18:38:40
7.449,0.0434,14.8113,0,0.9506,0.9877,0.9722,0.0543,0.0543,0,0,0.9579,0.9886,0.9767,0.5,2024-06-03 18:46:26
7.5338,0.0441,14.9794,0,0.9498,0.9874,0.9719,0.0548,0.0548,0,0,0.9572,0.9885,0.9763,0.5,2024-06-03 18:54:27
7.4604,0.0452,14.8304,0,0.9494,0.9874,0.9715,0.0553,0.0553,0,0,0.9572,0.9885,0.9762,0.5,2024-06-03 19:02:41
7.7492,0.0438,15.4108,0,0.95,0.9875,0.9718,0.0558,0.0558,0,0,0.9574,0.9884,0.9763,0.5,2024-06-03 19:11:07
7.7905,0.0443,15.4925,0,0.9494,0.9874,0.9715,0.0553,0.0553,0,0,0.9573,0.9885,0.9763,0.5,2024-06-03 19:19:46
7.7614,0.044,15.4348,0,0.9498,0.9875,0.9716,0.0546,0.0546,0,0,0.9574,0.9885,0.9764,0.5,2024-06-03 19:28:37
7.79,0.0443,15.4913,0,0.9496,0.9874,0.9716,0.055,0.055,0,0,0.9574,0.9885,0.9764,0.5,2024-06-03 19:37:41
7.6571,0.0443,15.2255,0,0.9497,0.9874,0.9717,0.0549,0.0549,0,0,0.9572,0.9885,0.9763,0.5,2024-06-03 19:46:56
7.6336,0.0437,15.1797,0,0.9495,0.9874,0.9716,0.0551,0.0551,0,0,0.9573,0.9885,0.9763,0.5,2024-06-03 19:56:23
7.505,0.0444,14.9211,0,0.9495,0.9874,0.9715,0.055,0.055,0,0,0.9575,0.9885,0.9764,0.5,2024-06-03 20:06:03
7.4715,0.0441,14.8548,0,0.9495,0.9874,0.9715,0.055,0.055,0,0,0.9574,0.9885,0.9764,0.5,2024-06-03 20:15:57
7.2532,0.0442,14.418,0,0.9496,0.9874,0.9716,0.0554,0.0554,0,0,0.9573,0.9885,0.9763,0.5,2024-06-03 20:26:02
7.1097,0.0441,14.1311,0,0.9499,0.9875,0.9718,0.055,0.055,0,0,0.9575,0.9885,0.9764,0.5,2024-06-03 20:36:18
7.1059,0.0433,14.1253,0,0.9499,0.9876,0.9718,0.0556,0.0556,0,0,0.957,0.9884,0.9761,0.5,2024-06-03 20:46:46
7.0998,0.044,14.1115,0,0.95,0.9874,0.9718,0.0552,0.0552,0,0,0.9574,0.9885,0.9764,0.5,2024-06-03 20:57:27
7.0275,0.0438,13.9674,0,0.9495,0.9874,0.9716,0.0551,0.0551,0,0,0.9572,0.9885,0.9763,0.5,2024-06-03 21:08:18
