t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
3.5997,0.0112,7.1769,0,0.9339,0.9848,0.965,0.2453,0.2453,0,0,0.8097,0.9493,0.8806,2024-05-26 03:33:11
3.5922,0.0112,7.162,0,0.9357,0.9849,0.9659,0.248,0.248,0,0,0.8077,0.9485,0.8797,2024-05-26 03:45:15
3.5872,0.0114,7.1516,0,0.9344,0.9852,0.9646,0.2532,0.2532,0,0,0.8103,0.9481,0.8812,2024-05-26 03:57:13
3.5867,0.0116,7.1502,0,0.9369,0.9852,0.9666,0.2527,0.2527,0,0,0.8097,0.9487,0.8812,2024-05-26 04:09:21
3.5918,0.0111,7.1616,0,0.9359,0.9853,0.9661,0.2362,0.2362,0,0,0.818,0.9486,0.888,2024-05-26 04:21:30
3.5884,0.0111,7.1546,0,0.9383,0.9851,0.9674,0.2491,0.2491,0,0,0.8106,0.9482,0.8815,2024-05-26 04:33:36
3.5863,0.0114,7.1497,0,0.9363,0.9855,0.9663,0.2443,0.2443,0,0,0.8126,0.9489,0.8829,2024-05-26 04:45:49
3.5805,0.0108,7.1395,0,0.9385,0.9855,0.9675,0.2375,0.2375,0,0,0.8153,0.9506,0.8854,2024-05-26 04:58:13
3.568,0.0105,7.1151,0,0.9376,0.9858,0.9665,0.2444,0.2444,0,0,0.8144,0.9499,0.8847,2024-05-26 05:10:44
3.565,0.0101,7.1097,0,0.9402,0.9861,0.9685,0.2469,0.2469,0,0,0.8156,0.9494,0.8864,2024-05-26 05:23:02
3.5602,0.01,7.1004,0,0.9394,0.9863,0.9678,0.2547,0.2547,0,0,0.8117,0.9493,0.8829,2024-05-26 05:35:10
3.5516,0.0101,7.0831,0,0.9401,0.9864,0.9679,0.2586,0.2586,0,0,0.8122,0.9486,0.8831,2024-05-26 05:47:23
3.5367,0.01,7.0535,0,0.9419,0.9866,0.9694,0.2538,0.2538,0,0,0.8175,0.9502,0.8874,2024-05-26 05:59:33
3.5211,0.0098,7.0225,0,0.9432,0.9868,0.9702,0.2589,0.2589,0,0,0.817,0.9497,0.8874,2024-05-26 06:11:46
3.516,0.0097,7.0125,0,0.9425,0.9869,0.9696,0.2517,0.2517,0,0,0.8185,0.9496,0.8888,2024-05-26 06:23:57
3.496,0.0095,6.9731,0,0.9449,0.987,0.9711,0.255,0.255,0,0,0.8169,0.9496,0.8873,2024-05-26 06:36:13
3.4852,0.0093,6.9517,0,0.9433,0.9872,0.9701,0.2576,0.2576,0,0,0.8181,0.9499,0.8878,2024-05-26 06:48:32
3.4897,0.0091,6.9612,0,0.945,0.9873,0.9711,0.2643,0.2643,0,0,0.8182,0.9497,0.8884,2024-05-26 07:00:45
3.4546,0.0094,6.8905,0,0.9454,0.9875,0.9713,0.2689,0.2689,0,0,0.815,0.9495,0.8846,2024-05-26 07:12:53
3.4583,0.0093,6.898,0,0.9459,0.9875,0.9717,0.2659,0.2659,0,0,0.8171,0.9491,0.8875,2024-05-26 07:25:08
3.4502,0.0094,6.8815,0,0.9468,0.9875,0.9721,0.2713,0.2713,0,0,0.8163,0.9496,0.8862,2024-05-26 07:37:26
3.433,0.0095,6.847,0,0.9453,0.9877,0.9711,0.2686,0.2686,0,0,0.8175,0.9494,0.8877,2024-05-26 07:49:39
3.4079,0.0096,6.7966,0,0.9456,0.9877,0.9713,0.271,0.271,0,0,0.8184,0.9495,0.8874,2024-05-26 08:01:51
3.3827,0.0098,6.7459,0,0.9474,0.9876,0.9724,0.2891,0.2891,0,0,0.8116,0.9481,0.8827,2024-05-26 08:14:06
3.3779,0.0099,6.736,0,0.9447,0.9874,0.9709,0.2755,0.2755,0,0,0.8131,0.9482,0.8845,2024-05-26 08:26:23
3.3605,0.0097,6.7017,0,0.9461,0.9874,0.9718,0.2788,0.2788,0,0,0.8148,0.9488,0.8856,2024-05-26 08:38:45
3.3321,0.0095,6.6452,0,0.946,0.9876,0.9716,0.2673,0.2673,0,0,0.8174,0.9487,0.888,2024-05-26 08:50:54
3.2939,0.0095,6.5688,0,0.9457,0.9876,0.9715,0.2801,0.2801,0,0,0.8155,0.9508,0.8853,2024-05-26 09:03:08
3.2855,0.0095,6.552,0,0.946,0.9875,0.9716,0.2797,0.2797,0,0,0.8151,0.9492,0.885,2024-05-26 09:15:28
3.2451,0.0091,6.472,0,0.9461,0.9876,0.9717,0.2679,0.2679,0,0,0.8208,0.9514,0.8899,2024-05-26 09:27:38
3.2247,0.0091,6.431,0,0.9474,0.9878,0.9724,0.2719,0.2719,0,0,0.8166,0.9493,0.8874,2024-05-26 09:39:50
3.2036,0.009,6.3892,0,0.9474,0.988,0.9724,0.2817,0.2817,0,0,0.8187,0.9501,0.8881,2024-05-26 09:52:02
3.1911,0.0089,6.3644,0,0.9489,0.9881,0.9733,0.2808,0.2808,0,0,0.8189,0.951,0.8882,2024-05-26 10:04:18
3.196,0.0087,6.3747,0,0.9478,0.9882,0.9726,0.2869,0.2869,0,0,0.8182,0.9497,0.8879,2024-05-26 10:16:35
3.1188,0.0085,6.2206,0,0.9496,0.9883,0.9736,0.2938,0.2938,0,0,0.8137,0.9487,0.8849,2024-05-26 10:28:44
3.0998,0.0087,6.1824,0,0.9490,0.9885,0.9732,0.2761,0.2761,0,0,0.8223,0.9507,0.8915,2024-05-26 10:41:04
