t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
4.1659,0.3592,7.6135,0,0.0439,0.509,0.0721,0.2481,0.2481,0,0,0.0037,0.5007,0.0067,2024-05-25 15:58:19
3.6951,0.154,7.0821,0,0.2345,0.6408,0.3438,0.1501,0.1501,0,0,0.4569,0.793,0.5869,2024-05-25 16:08:51
3.6103,0.1151,6.9902,0,0.4407,0.7909,0.5685,0.1474,0.1474,0,0,0.5491,0.8484,0.6615,2024-05-25 16:19:22
3.6207,0.0894,7.0627,0,0.5416,0.841,0.669,0.1316,0.1316,0,0,0.5949,0.8742,0.7015,2024-05-25 16:29:57
3.6182,0.0766,7.0831,0,0.6158,0.8755,0.7353,0.1506,0.1506,0,0,0.6282,0.8945,0.726,2024-05-25 16:40:34
3.6299,0.0689,7.122,0,0.6482,0.8914,0.7626,0.1481,0.1481,0,0,0.6211,0.8927,0.7192,2024-05-25 16:51:02
3.6489,0.0662,7.1653,0,0.6601,0.8966,0.7704,0.1475,0.1475,0,0,0.6296,0.9003,0.7279,2024-05-25 17:01:41
3.6312,0.0535,7.1555,0,0.6991,0.9121,0.8058,0.1433,0.1433,0,0,0.6626,0.9121,0.7534,2024-05-25 17:12:19
3.6518,0.049,7.2056,0,0.7385,0.9265,0.833,0.1471,0.1471,0,0,0.6949,0.9221,0.7859,2024-05-25 17:22:52
3.6546,0.0458,7.2177,0,0.7605,0.9364,0.8507,0.1405,0.1405,0,0,0.6987,0.9222,0.787,2024-05-25 17:33:19
3.6577,0.0462,7.223,0,0.7682,0.9361,0.8571,0.1568,0.1568,0,0,0.6978,0.9198,0.7867,2024-05-25 17:44:00
3.6583,0.0421,7.2324,0,0.7783,0.9392,0.8641,0.1853,0.1853,0,0,0.695,0.9312,0.778,2024-05-25 17:54:32
3.6682,0.0426,7.2513,0,0.7793,0.9422,0.8648,0.1514,0.1514,0,0,0.703,0.9277,0.7913,2024-05-25 18:04:53
3.6702,0.035,7.2705,0,0.7934,0.9462,0.8753,0.181,0.181,0,0,0.7097,0.9288,0.7957,2024-05-25 18:15:23
3.6779,0.034,7.288,0,0.8121,0.9528,0.8872,0.1572,0.1572,0,0,0.7308,0.9369,0.8125,2024-05-25 18:25:51
3.6758,0.0306,7.2903,0,0.8266,0.9572,0.8973,0.1693,0.1693,0,0,0.7418,0.9337,0.8238,2024-05-25 18:36:25
3.6936,0.0297,7.328,0,0.8337,0.9588,0.9022,0.1612,0.1612,0,0,0.7607,0.9323,0.8419,2024-05-25 18:46:52
3.7011,0.0293,7.3436,0,0.8477,0.9602,0.9123,0.188,0.188,0,0,0.7386,0.9366,0.8199,2024-05-25 18:57:38
3.7033,0.0291,7.3484,0,0.8412,0.9621,0.9057,0.1734,0.1734,0,0,0.7469,0.9375,0.8289,2024-05-25 19:08:06
3.7135,0.0283,7.3703,0,0.8534,0.9622,0.9163,0.1688,0.1688,0,0,0.7528,0.9358,0.8315,2024-05-25 19:18:21
3.6983,0.0295,7.3377,0,0.853,0.9629,0.9153,0.1867,0.1867,0,0,0.7374,0.9355,0.8181,2024-05-25 19:28:30
3.6996,0.0278,7.3435,0,0.8502,0.9626,0.9135,0.1758,0.1758,0,0,0.741,0.939,0.8201,2024-05-25 19:38:51
3.7102,0.0255,7.3694,0,0.8548,0.9647,0.9163,0.1795,0.1795,0,0,0.7531,0.9393,0.833,2024-05-25 19:49:13
3.7059,0.0235,7.3647,0,0.8654,0.9672,0.9234,0.1878,0.1878,0,0,0.76,0.9401,0.8354,2024-05-25 19:59:41
3.7074,0.0249,7.3651,0,0.8681,0.9685,0.9249,0.1706,0.1706,0,0,0.7666,0.9418,0.8431,2024-05-25 20:10:07
3.707,0.0233,7.3674,0,0.8754,0.9692,0.9298,0.1841,0.1841,0,0,0.769,0.9373,0.8474,2024-05-25 20:20:36
3.7049,0.0222,7.3654,0,0.878,0.97,0.9317,0.178,0.178,0,0,0.7798,0.9397,0.8563,2024-05-25 20:31:04
3.7037,0.0218,7.3637,0,0.8803,0.9708,0.9323,0.2082,0.2082,0,0,0.7673,0.9411,0.8458,2024-05-25 20:41:37
3.7023,0.0207,7.3632,0,0.8822,0.9723,0.9337,0.1797,0.1797,0,0,0.7835,0.9434,0.8603,2024-05-25 20:52:02
3.698,0.0197,7.3565,0,0.8906,0.9734,0.9398,0.1942,0.1942,0,0,0.7715,0.9414,0.8478,2024-05-25 21:02:34
3.6971,0.0197,7.3548,0,0.8913,0.9738,0.9394,0.1947,0.1947,0,0,0.783,0.9439,0.8591,2024-05-25 21:13:10
3.6923,0.0191,7.3463,0,0.8945,0.9749,0.9414,0.2111,0.2111,0,0,0.7729,0.9418,0.8488,2024-05-25 21:23:44
3.6924,0.0192,7.3464,0,0.8934,0.975,0.9412,0.1907,0.1907,0,0,0.7886,0.9432,0.8627,2024-05-25 21:34:27
3.689,0.0184,7.3413,0,0.8998,0.9757,0.9446,0.1951,0.1951,0,0,0.7873,0.9438,0.8627,2024-05-25 21:45:06
3.6847,0.0168,7.3357,0,0.8991,0.9765,0.944,0.2008,0.2008,0,0,0.7877,0.9446,0.8613,2024-05-25 21:55:47
3.6815,0.0165,7.3298,0,0.9061,0.9773,0.9489,0.1988,0.1988,0,0,0.7925,0.9471,0.8658,2024-05-25 22:06:31
3.6887,0.0161,7.3452,0,0.9078,0.9784,0.9496,0.2248,0.2248,0,0,0.782,0.9453,0.8562,2024-05-25 22:17:12
3.683,0.016,7.334,0,0.9086,0.9788,0.9502,0.2094,0.2094,0,0,0.7963,0.9452,0.8709,2024-05-25 22:27:55
3.6882,0.0156,7.3453,0,0.9127,0.9792,0.9525,0.2017,0.2017,0,0,0.8031,0.9449,0.8759,2024-05-25 22:38:42
3.6865,0.0157,7.3415,0,0.9154,0.9797,0.9542,0.2139,0.2139,0,0,0.7952,0.9452,0.8689,2024-05-25 22:49:35
3.6778,0.0157,7.3241,0,0.9142,0.9799,0.9535,0.2062,0.2062,0,0,0.8008,0.9454,0.8749,2024-05-25 23:00:27
3.6879,0.0159,7.344,0,0.9141,0.9799,0.9533,0.2179,0.2179,0,0,0.7896,0.9454,0.8632,2024-05-25 23:11:22
3.6886,0.0155,7.3464,0,0.9152,0.9799,0.9542,0.1983,0.1983,0,0,0.8,0.9444,0.874,2024-05-25 23:22:16
3.6835,0.0157,7.3356,0,0.9157,0.9798,0.9545,0.2207,0.2207,0,0,0.7863,0.9461,0.8609,2024-05-25 23:33:09
3.6769,0.0155,7.3227,0,0.9135,0.9801,0.9526,0.2233,0.2233,0,0,0.7915,0.9458,0.8644,2024-05-25 23:44:03
3.6691,0.0144,7.3094,0,0.9174,0.9806,0.9554,0.2211,0.2211,0,0,0.7965,0.9466,0.8695,2024-05-25 23:55:05
3.6615,0.0138,7.2955,0,0.9187,0.981,0.9562,0.2254,0.2254,0,0,0.8,0.9461,0.8723,2024-05-26 00:06:23
3.6585,0.0136,7.2898,0,0.9223,0.9818,0.9578,0.232,0.232,0,0,0.8001,0.9474,0.8732,2024-05-26 00:17:21
3.6627,0.0136,7.2982,0,0.9232,0.9821,0.9589,0.2333,0.2333,0,0,0.7987,0.946,0.8715,2024-05-26 00:28:29
3.6522,0.0136,7.2772,0,0.9251,0.9824,0.9592,0.2277,0.2277,0,0,0.8002,0.9473,0.8731,2024-05-26 00:39:35
3.6455,0.0133,7.2645,0,0.924,0.9826,0.9592,0.2327,0.2327,0,0,0.8011,0.9476,0.8726,2024-05-26 00:50:46
3.6336,0.0129,7.2415,0,0.9271,0.983,0.9611,0.2358,0.2358,0,0,0.8002,0.9471,0.8731,2024-05-26 01:02:03
3.6375,0.0124,7.2502,0,0.9268,0.983,0.9602,0.2447,0.2447,0,0,0.8004,0.9474,0.8722,2024-05-26 01:13:29
3.6347,0.0124,7.2446,0,0.9299,0.9835,0.9628,0.2402,0.2402,0,0,0.8049,0.948,0.8764,2024-05-26 01:24:55
3.6337,0.0126,7.2424,0,0.9296,0.9837,0.9624,0.2375,0.2375,0,0,0.8074,0.9486,0.8797,2024-05-26 01:36:18
3.6422,0.012,7.2605,0,0.9303,0.9838,0.9628,0.2459,0.2459,0,0,0.8023,0.9465,0.8753,2024-05-26 01:47:45
3.6262,0.0121,7.2282,0,0.9291,0.9839,0.9618,0.241,0.241,0,0,0.8057,0.9479,0.8768,2024-05-26 01:59:18
3.6205,0.0119,7.2173,0,0.9321,0.9842,0.9638,0.2403,0.2403,0,0,0.8037,0.9479,0.8755,2024-05-26 02:10:43
3.6368,0.0122,7.2492,0,0.932,0.9843,0.9639,0.2411,0.2411,0,0,0.8116,0.9478,0.8823,2024-05-26 02:22:22
3.6249,0.0122,7.2255,0,0.9317,0.9843,0.9628,0.2434,0.2434,0,0,0.8088,0.9478,0.8807,2024-05-26 02:33:56
3.6172,0.0125,7.2094,0,0.9333,0.9842,0.9647,0.2393,0.2393,0,0,0.8122,0.9486,0.8831,2024-05-26 02:45:41
3.6276,0.0127,7.2297,0,0.9325,0.9842,0.9639,0.2487,0.2487,0,0,0.8043,0.9466,0.8773,2024-05-26 02:57:29
3.6199,0.0122,7.2154,0,0.9313,0.9842,0.9635,0.2438,0.2438,0,0,0.8085,0.9478,0.8802,2024-05-26 03:09:26
3.6143,0.0117,7.2053,0,0.9327,0.9843,0.9641,0.2399,0.2399,0,0,0.8105,0.9488,0.8818,2024-05-26 03:21:16
