t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
4.4908,0.2151,8.3159,0.0295,0.6373,0.9059,0.7267,0.2041,0.2041,0,0,0.506,0.8851,0.5617,2024-05-30 18:47:22
4.4473,0.2149,8.2297,0.0294,0.6387,0.9064,0.7284,0.2047,0.2047,0,0,0.5106,0.8876,0.5657,2024-05-30 18:59:04
4.422,0.2145,8.1811,0.0292,0.638,0.9061,0.7276,0.2069,0.2069,0,0,0.5086,0.8863,0.5642,2024-05-30 19:10:53
4.3839,0.2142,8.1077,0.0289,0.6403,0.9064,0.7298,0.2086,0.2086,0,0,0.5071,0.8861,0.562,2024-05-30 19:22:38
4.3716,0.2145,8.0846,0.0287,0.6425,0.9069,0.732,0.2114,0.2114,0,0,0.4999,0.8838,0.5539,2024-05-30 19:34:26
4.3505,0.2142,8.0433,0.0287,0.6419,0.907,0.7315,0.2069,0.2069,0,0,0.4955,0.8834,0.5465,2024-05-30 19:46:12
4.3793,0.2146,8.102,0.0284,0.6424,0.9069,0.7318,0.2061,0.2061,0,0,0.5043,0.8848,0.5598,2024-05-30 19:57:59
4.3623,0.2143,8.0688,0.0284,0.6452,0.9076,0.7347,0.211,0.211,0,0,0.5,0.8843,0.5543,2024-05-30 20:09:42
4.2913,0.2139,7.929,0.0282,0.6412,0.9067,0.7304,0.206,0.206,0,0,0.4698,0.8759,0.5176,2024-05-30 20:21:31
4.2957,0.2144,7.9383,0.0281,0.6446,0.9074,0.7342,0.2042,0.2042,0,0,0.5036,0.8846,0.5593,2024-05-30 20:33:08
4.2629,0.2138,7.8738,0.0281,0.6446,0.9073,0.7345,0.2103,0.2103,0,0,0.507,0.8865,0.5615,2024-05-30 20:44:53
4.358,0.2139,8.0658,0.0278,0.6474,0.9078,0.7371,0.2038,0.2038,0,0,0.5134,0.8869,0.5708,2024-05-30 20:56:47
4.3057,0.2138,7.9608,0.0279,0.6439,0.9072,0.7334,0.2042,0.2042,0,0,0.5128,0.887,0.5695,2024-05-30 21:08:29
4.2033,0.2139,7.7565,0.0278,0.6471,0.9078,0.7366,0.2069,0.2069,0,0,0.5092,0.8867,0.5653,2024-05-30 21:20:17
4.2178,0.2138,7.7868,0.0276,0.6483,0.9081,0.7376,0.2083,0.2083,0,0,0.5102,0.8872,0.5656,2024-05-30 21:31:52
4.2827,0.2132,7.9181,0.0276,0.6467,0.9078,0.7365,0.2084,0.2084,0,0,0.5144,0.8877,0.5713,2024-05-30 21:43:37
4.1223,0.2128,7.5992,0.0275,0.6476,0.9081,0.7371,0.2044,0.2044,0,0,0.5077,0.885,0.5641,2024-05-30 21:55:18
4.1046,0.2135,7.5633,0.0274,0.6485,0.908,0.7383,0.2034,0.2034,0,0,0.5094,0.886,0.5654,2024-05-30 22:07:07
4.1521,0.2128,7.6602,0.0273,0.6474,0.9081,0.7369,0.208,0.208,0,0,0.5034,0.8852,0.5582,2024-05-30 22:18:49
4.1406,0.2131,7.6371,0.0272,0.6485,0.9081,0.738,0.2067,0.2067,0,0,0.5088,0.8865,0.5647,2024-05-30 22:30:32
4.2571,0.2127,7.8702,0.0273,0.6476,0.9079,0.7371,0.2071,0.2071,0,0,0.5069,0.8852,0.5635,2024-05-30 22:42:20
4.1775,0.2127,7.7129,0.0271,0.6492,0.9081,0.7388,0.2108,0.2108,0,0,0.4984,0.8825,0.5536,2024-05-30 22:54:06
4.205,0.2125,7.7679,0.0271,0.648,0.9079,0.7375,0.2072,0.2072,0,0,0.5116,0.8859,0.5691,2024-05-30 23:05:46
4.2955,0.2125,7.9504,0.0269,0.6505,0.9083,0.7401,0.2063,0.2063,0,0,0.5089,0.8855,0.5658,2024-05-30 23:17:30
4.1589,0.2123,7.678,0.0269,0.6516,0.9086,0.7414,0.211,0.211,0,0,0.4993,0.8821,0.5549,2024-05-30 23:29:14
4.133,0.2124,7.6265,0.0268,0.6508,0.9085,0.7406,0.2062,0.2062,0,0,0.5122,0.8867,0.5693,2024-05-30 23:40:56
4.0319,0.2118,7.4249,0.0269,0.6518,0.9086,0.7413,0.2073,0.2073,0,0,0.5089,0.8847,0.5665,2024-05-30 23:52:43
3.9894,0.2115,7.3414,0.0268,0.6528,0.9087,0.7425,0.2091,0.2091,0,0,0.4993,0.8822,0.5553,2024-05-31 00:04:22
4.0806,0.2117,7.5236,0.0268,0.6507,0.9086,0.7399,0.2072,0.2072,0,0,0.5124,0.8863,0.5705,2024-05-31 00:16:09
4.084,0.2114,7.5323,0.0266,0.6524,0.9088,0.7419,0.2081,0.2081,0,0,0.5057,0.8844,0.5621,2024-05-31 00:27:41
4.1043,0.2112,7.5727,0.0267,0.6527,0.9088,0.7419,0.2067,0.2067,0,0,0.5091,0.8854,0.5667,2024-05-31 00:39:23
4.309,0.2116,7.9791,0.027,0.6488,0.9081,0.738,0.2087,0.2087,0,0,0.4966,0.8823,0.5515,2024-05-31 00:51:06
4.3322,0.2107,8.0296,0.0267,0.6518,0.9089,0.7411,0.2054,0.2054,0,0,0.5113,0.886,0.569,2024-05-31 01:02:49
4.2733,0.2109,7.9127,0.0265,0.6531,0.9091,0.7426,0.2053,0.2053,0,0,0.5066,0.884,0.5642,2024-05-31 01:14:27
4.3968,0.2106,8.1605,0.0265,0.6522,0.9091,0.7415,0.2095,0.2095,0,0,0.4959,0.8817,0.5511,2024-05-31 01:26:16
4.2933,0.2103,7.9536,0.0265,0.6516,0.9088,0.7408,0.206,0.206,0,0,0.5063,0.884,0.5643,2024-05-31 01:37:53
4.4423,0.2108,8.2521,0.0263,0.6535,0.9091,0.7428,0.205,0.205,0,0,0.5117,0.8853,0.5701,2024-05-31 01:49:24
4.3979,0.2099,8.1651,0.0263,0.6532,0.9093,0.7424,0.2101,0.2101,0,0,0.5135,0.8872,0.5712,2024-05-31 02:01:13
4.4204,0.2103,8.2096,0.0263,0.6532,0.9091,0.7423,0.2069,0.2069,0,0,0.5065,0.8846,0.5635,2024-05-31 02:12:55
4.3268,0.21,8.0229,0.0264,0.653,0.9092,0.7422,0.2089,0.2089,0,0,0.5041,0.8832,0.5615,2024-05-31 02:24:46
4.3507,0.2097,8.072,0.0262,0.6552,0.9096,0.7446,0.2057,0.2057,0,0,0.5068,0.8833,0.5654,2024-05-31 02:36:28
4.2658,0.2091,7.9031,0.0263,0.6543,0.9095,0.7433,0.2103,0.2103,0,0,0.4998,0.8824,0.5559,2024-05-31 02:48:09
4.3225,0.2097,8.0163,0.0262,0.6547,0.9096,0.7437,0.2074,0.2074,0,0,0.5065,0.8848,0.5634,2024-05-31 02:59:48
4.3757,0.2095,8.1226,0.0262,0.6544,0.9095,0.7435,0.2085,0.2085,0,0,0.5067,0.8843,0.5647,2024-05-31 03:11:37
4.4181,0.2088,8.2091,0.0262,0.6539,0.9094,0.743,0.2119,0.2119,0,0,0.4894,0.8806,0.5425,2024-05-31 03:23:23
4.3481,0.2087,8.0696,0.0261,0.6542,0.9095,0.7433,0.2044,0.2044,0,0,0.512,0.8857,0.5701,2024-05-31 03:35:04
4.4149,0.2087,8.2035,0.0261,0.6559,0.9098,0.7448,0.2065,0.2065,0,0,0.5085,0.8849,0.5662,2024-05-31 03:46:49
4.3506,0.2087,8.0753,0.0261,0.6568,0.91,0.7458,0.2071,0.2071,0,0,0.5029,0.8825,0.5604,2024-05-31 03:58:30
4.3837,0.2081,8.1424,0.0261,0.653,0.9096,0.742,0.2081,0.2081,0,0,0.5072,0.8842,0.5647,2024-05-31 04:10:25
4.3957,0.2083,8.1664,0.0261,0.6544,0.9096,0.7434,0.206,0.206,0,0,0.5155,0.8862,0.5751,2024-05-31 04:22:07
4.4099,0.2088,8.1945,0.026,0.657,0.91,0.7461,0.2129,0.2129,0,0,0.4995,0.8819,0.556,2024-05-31 04:33:51
4.3955,0.2078,8.1683,0.0259,0.6573,0.9103,0.7463,0.2069,0.2069,0,0,0.5049,0.8833,0.563,2024-05-31 04:45:33
4.4345,0.2077,8.2462,0.0259,0.6551,0.9098,0.7442,0.2062,0.2062,0,0,0.5072,0.884,0.5655,2024-05-31 04:57:19
4.4278,0.2079,8.2332,0.0258,0.6548,0.9097,0.7435,0.2142,0.2142,0,0,0.4857,0.8785,0.5397,2024-05-31 05:09:05
4.4393,0.2077,8.2567,0.0258,0.6564,0.9099,0.7451,0.2057,0.2057,0,0,0.5078,0.8844,0.5656,2024-05-31 05:20:48
4.4037,0.2076,8.1851,0.0259,0.6557,0.9099,0.7447,0.2068,0.2068,0,0,0.5106,0.8843,0.57,2024-05-31 05:32:27
4.4183,0.2079,8.214,0.0258,0.6574,0.91,0.7467,0.2088,0.2088,0,0,0.4871,0.8782,0.5415,2024-05-31 05:44:01
4.4755,0.2074,8.3298,0.0258,0.6576,0.9101,0.7467,0.2094,0.2094,0,0,0.5098,0.8851,0.568,2024-05-31 05:55:53
4.4537,0.2074,8.2866,0.0258,0.6557,0.9099,0.7446,0.209,0.209,0,0,0.5034,0.8826,0.5618,2024-05-31 06:07:32
4.4407,0.2067,8.2621,0.0257,0.6573,0.9103,0.7461,0.2148,0.2148,0,0,0.4944,0.8807,0.5503,2024-05-31 06:19:25
4.4948,0.207,8.3699,0.0257,0.659,0.9105,0.7481,0.2078,0.2078,0,0,0.5036,0.8834,0.5611,2024-05-31 06:31:10
4.4744,0.2065,8.3304,0.0257,0.6554,0.9101,0.7441,0.2074,0.2074,0,0,0.51,0.8838,0.5699,2024-05-31 06:42:50
4.4825,0.2065,8.3466,0.0257,0.6564,0.9102,0.7453,0.2114,0.2114,0,0,0.4924,0.8796,0.5476,2024-05-31 06:54:29
4.5343,0.206,8.4512,0.0257,0.6593,0.9107,0.7482,0.2065,0.2065,0,0,0.5121,0.8848,0.5719,2024-05-31 07:06:01
4.5145,0.2063,8.4111,0.0257,0.6558,0.9101,0.7442,0.2098,0.2098,0,0,0.5074,0.8849,0.5651,2024-05-31 07:17:39
4.4901,0.2063,8.3627,0.0256,0.6572,0.9102,0.7457,0.2078,0.2078,0,0,0.5065,0.8847,0.5636,2024-05-31 07:29:46
4.5278,0.2059,8.4389,0.0256,0.6595,0.9107,0.7483,0.2058,0.2058,0,0,0.5106,0.885,0.5693,2024-05-31 07:41:44
4.5,0.2056,8.3843,0.0256,0.6574,0.9107,0.746,0.2115,0.2115,0,0,0.4899,0.8788,0.5457,2024-05-31 07:53:44
4.4988,0.2059,8.3807,0.0256,0.657,0.9103,0.7454,0.2069,0.2069,0,0,0.5049,0.8829,0.5632,2024-05-31 08:05:47
4.4901,0.2053,8.3656,0.0255,0.659,0.9109,0.7476,0.2079,0.2079,0,0,0.505,0.8837,0.5632,2024-05-31 08:17:40
4.428,0.2053,8.2411,0.0255,0.6595,0.9112,0.7477,0.2108,0.2108,0,0,0.4915,0.8789,0.5478,2024-05-31 08:29:38
4.4536,0.2055,8.2921,0.0255,0.6579,0.9105,0.7463,0.2053,0.2053,0,0,0.5062,0.8833,0.565,2024-05-31 08:41:28
4.4007,0.2051,8.1876,0.0254,0.6603,0.9109,0.7487,0.2081,0.2081,0,0,0.5176,0.8859,0.5785,2024-05-31 08:53:22
4.3958,0.2048,8.1786,0.0254,0.6607,0.9111,0.7494,0.2127,0.2127,0,0,0.4911,0.8793,0.547,2024-05-31 09:05:32
4.3684,0.2046,8.1237,0.0255,0.6568,0.9105,0.7454,0.2082,0.2082,0,0,0.5083,0.8847,0.5663,2024-05-31 09:17:25
4.3814,0.2046,8.1509,0.0254,0.6614,0.9112,0.7501,0.2073,0.2073,0,0,0.5073,0.8842,0.5657,2024-05-31 09:29:21
4.3789,0.2045,8.1457,0.0254,0.6583,0.9109,0.7467,0.2129,0.2129,0,0,0.4959,0.8793,0.5537,2024-05-31 09:41:28
4.3663,0.2042,8.1211,0.0254,0.6597,0.9109,0.748,0.2071,0.2071,0,0,0.5039,0.8825,0.5623,2024-05-31 09:53:12
4.3421,0.2039,8.0737,0.0253,0.6594,0.9107,0.7475,0.2077,0.2077,0,0,0.4893,0.8782,0.5447,2024-05-31 10:05:08
4.3414,0.2039,8.0726,0.0253,0.6621,0.9114,0.7505,0.2079,0.2079,0,0,0.4979,0.8815,0.555,2024-05-31 10:16:50
4.3218,0.204,8.033,0.0253,0.6596,0.9111,0.7481,0.2123,0.2123,0,0,0.4867,0.8775,0.5417,2024-05-31 10:28:34
4.3041,0.2038,7.9986,0.0253,0.6599,0.9111,0.7485,0.2032,0.2032,0,0,0.5042,0.8825,0.5628,2024-05-31 10:40:17
4.2444,0.2034,7.8789,0.0254,0.6597,0.911,0.7477,0.2113,0.2113,0,0,0.4921,0.8792,0.5485,2024-05-31 10:52:09
4.2825,0.2036,7.9557,0.0253,0.6603,0.9114,0.7487,0.2072,0.2072,0,0,0.5035,0.8822,0.5623,2024-05-31 11:03:50
4.2808,0.203,7.9539,0.0252,0.6612,0.9114,0.7495,0.2043,0.2043,0,0,0.5104,0.8836,0.5705,2024-05-31 11:15:38
4.2317,0.203,7.8562,0.0252,0.6619,0.9116,0.7499,0.2134,0.2134,0,0,0.4919,0.8777,0.5493,2024-05-31 11:27:18
4.2082,0.2029,7.8093,0.0252,0.6617,0.9115,0.7499,0.2086,0.2086,0,0,0.5088,0.884,0.568,2024-05-31 11:39:03
4.2038,0.2032,7.8006,0.0251,0.6616,0.9115,0.7498,0.2087,0.2087,0,0,0.5095,0.8841,0.5688,2024-05-31 11:50:48
4.183,0.2028,7.7593,0.0251,0.6627,0.9118,0.7509,0.2058,0.2058,0,0,0.5088,0.8838,0.5681,2024-05-31 12:02:27
4.1454,0.2029,7.6835,0.0252,0.6605,0.9112,0.7488,0.2062,0.2062,0,0,0.5091,0.8839,0.5681,2024-05-31 12:14:08
4.1165,0.2023,7.6276,0.0251,0.6615,0.9117,0.7497,0.2102,0.2102,0,0,0.4954,0.8796,0.5526,2024-05-31 12:25:52
4.1151,0.2022,7.6254,0.025,0.662,0.9117,0.7501,0.2067,0.2067,0,0,0.508,0.8836,0.5673,2024-05-31 12:37:25
4.105,0.2022,7.6052,0.0251,0.6617,0.9117,0.7499,0.2069,0.2069,0,0,0.4999,0.8817,0.558,2024-05-31 12:49:11
4.0853,0.2022,7.5664,0.025,0.6629,0.9118,0.7512,0.2116,0.2116,0,0,0.4914,0.8783,0.5487,2024-05-31 13:00:56
4.0326,0.2019,7.461,0.0251,0.6623,0.9116,0.7503,0.2077,0.2077,0,0,0.5085,0.8834,0.5682,2024-05-31 13:12:43
4.0202,0.202,7.4361,0.025,0.6626,0.9118,0.7506,0.2098,0.2098,0,0,0.4865,0.8773,0.5427,2024-05-31 13:24:21
3.9996,0.2018,7.396,0.0249,0.6631,0.9119,0.7509,0.2077,0.2077,0,0,0.5003,0.8813,0.5586,2024-05-31 13:35:55
3.9815,0.2013,7.36,0.025,0.6626,0.9118,0.7509,0.2098,0.2098,0,0,0.4991,0.8799,0.5578,2024-05-31 13:47:39
3.9622,0.2013,7.3215,0.025,0.6624,0.9118,0.7503,0.2096,0.2096,0,0,0.5046,0.882,0.5646,2024-05-31 13:59:23
3.9383,0.2009,7.2749,0.025,0.6636,0.912,0.7516,0.2062,0.2062,0,0,0.4954,0.8793,0.5533,2024-05-31 14:11:02
3.9399,0.2008,7.2777,0.025,0.6634,0.9119,0.7514,0.2112,0.2112,0,0,0.4896,0.8773,0.5472,2024-05-31 14:22:47
3.8969,0.2013,7.1924,0.0249,0.6654,0.9123,0.7536,0.2082,0.2082,0,0,0.5,0.881,0.5587,2024-05-31 14:34:30
3.8611,0.201,7.1208,0.0249,0.6635,0.912,0.7517,0.2109,0.2109,0,0,0.4909,0.8785,0.5476,2024-05-31 14:46:07
3.8916,0.2001,7.1828,0.025,0.6616,0.9118,0.7497,0.2067,0.2067,0,0,0.5026,0.8817,0.5616,2024-05-31 14:57:46
3.8086,0.201,7.0167,0.0248,0.6655,0.9124,0.7535,0.207,0.207,0,0,0.5025,0.8814,0.5619,2024-05-31 15:09:30
3.8823,0.2007,7.1643,0.0249,0.6633,0.912,0.7514,0.2069,0.2069,0,0,0.5067,0.8823,0.5666,2024-05-31 15:21:16
3.8561,0.2003,7.1131,0.0248,0.6657,0.9125,0.7536,0.2079,0.2079,0,0,0.491,0.878,0.5488,2024-05-31 15:32:51
3.8197,0.2002,7.0411,0.0247,0.6647,0.9124,0.7528,0.2124,0.2124,0,0,0.4872,0.8773,0.5436,2024-05-31 15:44:40
3.8346,0.1995,7.0711,0.0249,0.662,0.9121,0.7498,0.2065,0.2065,0,0,0.5084,0.8836,0.5679,2024-05-31 15:56:17
3.8229,0.1998,7.0481,0.0248,0.6641,0.9124,0.7521,0.214,0.214,0,0,0.4911,0.8782,0.5482,2024-05-31 16:08:06
3.8087,0.1996,7.0196,0.0248,0.6648,0.9125,0.7526,0.2081,0.2081,0,0,0.4996,0.8809,0.5583,2024-05-31 16:19:44
3.7527,0.1998,6.907,0.0249,0.664,0.9122,0.7521,0.2085,0.2085,0,0,0.5023,0.8811,0.5624,2024-05-31 16:31:31
3.7398,0.1997,6.8823,0.0247,0.6649,0.9124,0.7529,0.2067,0.2067,0,0,0.495,0.8787,0.5535,2024-05-31 16:43:05
3.738,0.1988,6.8799,0.0248,0.6637,0.9124,0.7513,0.2126,0.2126,0,0,0.4942,0.8783,0.5528,2024-05-31 16:54:56
3.7208,0.199,6.8461,0.0247,0.6671,0.9131,0.7544,0.2094,0.2094,0,0,0.4952,0.8796,0.5538,2024-05-31 17:06:38
3.7231,0.1989,6.8504,0.0248,0.665,0.9126,0.7525,0.2073,0.2073,0,0,0.4996,0.8808,0.5581,2024-05-31 17:18:18
3.6934,0.1989,6.7913,0.0247,0.6641,0.9126,0.7519,0.2058,0.2058,0,0,0.5033,0.8816,0.5625,2024-05-31 17:29:57
3.6858,0.199,6.7764,0.0247,0.6669,0.913,0.7544,0.2059,0.2059,0,0,0.4991,0.8799,0.558,2024-05-31 17:41:40
3.684,0.1983,6.7736,0.0247,0.665,0.9128,0.7528,0.2084,0.2084,0,0,0.4902,0.8772,0.5486,2024-05-31 17:53:18
3.5798,0.1982,6.5654,0.0247,0.6656,0.9127,0.7535,0.2073,0.2073,0,0,0.4989,0.88,0.559,2024-05-31 18:04:59
3.6232,0.1984,6.6516,0.0248,0.6651,0.9127,0.7525,0.2071,0.2071,0,0,0.4991,0.8803,0.5585,2024-05-31 18:16:37
3.5814,0.1983,6.5691,0.0246,0.6664,0.913,0.7541,0.2094,0.2094,0,0,0.5019,0.8798,0.5627,2024-05-31 18:28:29
3.5436,0.1982,6.4935,0.0247,0.6666,0.9129,0.7544,0.2046,0.2046,0,0,0.4958,0.8786,0.5553,2024-05-31 18:40:10
3.5369,0.1981,6.4805,0.0247,0.6658,0.9127,0.7535,0.2095,0.2095,0,0,0.5032,0.8795,0.5647,2024-05-31 18:51:54
3.6092,0.1977,6.6262,0.0246,0.667,0.9129,0.7544,0.2079,0.2079,0,0,0.4953,0.8784,0.5549,2024-05-31 19:03:28
3.5127,0.1977,6.4332,0.0246,0.666,0.9128,0.7535,0.2109,0.2109,0,0,0.5014,0.8795,0.5621,2024-05-31 19:15:11
3.5568,0.1976,6.5216,0.0246,0.6676,0.9132,0.7548,0.206,0.206,0,0,0.5027,0.8803,0.563,2024-05-31 19:26:54
3.4749,0.1973,6.3593,0.0245,0.6687,0.9134,0.7563,0.2073,0.2073,0,0,0.5023,0.8808,0.5624,2024-05-31 19:38:31
3.532,0.1975,6.4729,0.0245,0.6675,0.9132,0.7549,0.2049,0.2049,0,0,0.5003,0.8793,0.5607,2024-05-31 19:50:12
3.5347,0.1971,6.4787,0.0246,0.6668,0.9131,0.7542,0.2104,0.2104,0,0,0.4943,0.8777,0.5537,2024-05-31 20:01:45
3.4322,0.1966,6.2744,0.0246,0.6664,0.9132,0.7541,0.2117,0.2117,0,0,0.498,0.8793,0.5581,2024-05-31 20:13:34
3.4599,0.1968,6.3307,0.0244,0.6679,0.9133,0.7551,0.2064,0.2064,0,0,0.5002,0.8798,0.56,2024-05-31 20:25:10
3.4615,0.1968,6.3334,0.0245,0.6684,0.9134,0.7558,0.2074,0.2074,0,0,0.495,0.8773,0.5553,2024-05-31 20:36:57
3.4329,0.1965,6.277,0.0245,0.6686,0.9135,0.756,0.2105,0.2105,0,0,0.4919,0.8781,0.5502,2024-05-31 20:48:35
3.431,0.1961,6.2741,0.0245,0.6664,0.9134,0.7536,0.2096,0.2096,0,0,0.5017,0.8804,0.562,2024-05-31 21:00:25
3.4103,0.1959,6.2331,0.0245,0.6681,0.9136,0.755,0.2078,0.2078,0,0,0.49,0.8765,0.5487,2024-05-31 21:12:11
3.4568,0.1961,6.3263,0.0244,0.6673,0.9133,0.7544,0.2099,0.2099,0,0,0.489,0.8763,0.5477,2024-05-31 21:23:51
3.4737,0.1965,6.359,0.0244,0.6694,0.9135,0.7566,0.2106,0.2106,0,0,0.5005,0.8797,0.5612,2024-05-31 21:35:22
3.4403,0.1957,6.2939,0.0244,0.6667,0.9132,0.7539,0.2115,0.2115,0,0,0.4886,0.8747,0.5489,2024-05-31 21:47:02
3.4489,0.1959,6.3114,0.0243,0.6694,0.9138,0.7567,0.2049,0.2049,0,0,0.5002,0.8785,0.5617,2024-05-31 21:58:48
3.3726,0.1956,6.1591,0.0244,0.6704,0.9139,0.7578,0.2075,0.2075,0,0,0.4962,0.877,0.5575,2024-05-31 22:10:26
3.4145,0.1955,6.243,0.0244,0.6688,0.9138,0.7561,0.2071,0.2071,0,0,0.5032,0.8807,0.5633,2024-05-31 22:21:57
3.4297,0.1955,6.274,0.0243,0.6704,0.9138,0.7575,0.2051,0.2051,0,0,0.4945,0.877,0.5549,2024-05-31 22:33:29
3.342,0.1949,6.0988,0.0244,0.6679,0.9136,0.7551,0.2101,0.2101,0,0,0.4993,0.8791,0.5596,2024-05-31 22:45:04
3.34,0.1952,6.0949,0.0244,0.6704,0.914,0.7572,0.2072,0.2072,0,0,0.4972,0.8778,0.5581,2024-05-31 22:56:41
3.3072,0.195,6.03,0.0243,0.6717,0.9141,0.7587,0.2124,0.2124,0,0,0.4879,0.876,0.5468,2024-05-31 23:08:26
3.3336,0.1951,6.0826,0.0243,0.6684,0.9136,0.7554,0.2111,0.2111,0,0,0.4983,0.8789,0.5588,2024-05-31 23:20:04
3.2755,0.1944,5.9675,0.0243,0.6682,0.9137,0.7549,0.2081,0.2081,0,0,0.4962,0.8772,0.5576,2024-05-31 23:31:35
3.2851,0.195,5.9858,0.0243,0.6701,0.9138,0.7574,0.2084,0.2084,0,0,0.4964,0.8778,0.5569,2024-05-31 23:43:12
3.2926,0.1944,6.0024,0.0243,0.6702,0.914,0.7573,0.2071,0.2071,0,0,0.4954,0.8759,0.557,2024-06-01 00:08:19
3.2681,0.1942,5.9535,0.0243,0.6701,0.9141,0.7568,0.2114,0.2114,0,0,0.491,0.8758,0.5516,2024-06-01 00:20:11
3.2107,0.1938,5.8395,0.0243,0.6701,0.914,0.7569,0.2082,0.2082,0,0,0.4953,0.8767,0.5564,2024-06-01 00:32:16
3.1723,0.1944,5.7618,0.0242,0.6711,0.9142,0.758,0.2099,0.2099,0,0,0.49,0.8746,0.5506,2024-06-01 01:01:13
3.2127,0.1935,5.8448,0.0242,0.6699,0.9142,0.7566,0.2126,0.2126,0,0,0.4808,0.8729,0.5399,2024-06-01 01:25:20
