t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
4.4583,0.4609,7.3064,0.086,0.7833,0.9322,0.8476,0.3662,0.3662,0,0,0.5742,0.8961,0.6339,2024-05-30 13:22:44
4.3274,0.3841,7.3861,0.0626,0.774,0.931,0.8427,0.2606,0.2606,0,0,0.7303,0.925,0.8184,2024-05-30 13:34:49
4.2719,0.3246,7.4922,0.0503,0.7542,0.9284,0.8292,0.2453,0.2453,0,0,0.6836,0.9167,0.7672,2024-05-30 13:46:47
4.2687,0.2833,7.6251,0.0432,0.7208,0.9239,0.8028,0.2342,0.2342,0,0,0.5824,0.9024,0.6554,2024-05-30 13:58:44
4.2912,0.2584,7.7403,0.0406,0.6762,0.9171,0.7623,0.2201,0.2201,0,0,0.5294,0.8937,0.5865,2024-05-30 14:10:38
4.3738,0.2447,7.9471,0.0389,0.6426,0.9118,0.7289,0.2176,0.2176,0,0,0.503,0.8893,0.5534,2024-05-30 14:22:52
4.4392,0.2351,8.1083,0.0375,0.6222,0.9085,0.707,0.251,0.251,0,0,0.4317,0.867,0.4641,2024-05-30 14:34:54
4.5445,0.2293,8.3356,0.0369,0.6052,0.9051,0.6889,0.211,0.211,0,0,0.4873,0.8858,0.533,2024-05-30 14:46:42
4.6182,0.2255,8.4971,0.036,0.6027,0.9039,0.6873,0.2089,0.2089,0,0,0.4892,0.8868,0.5347,2024-05-30 14:58:41
4.6411,0.2224,8.5523,0.0356,0.6016,0.9031,0.6862,0.2041,0.2041,0,0,0.4839,0.8844,0.5302,2024-05-30 15:10:42
4.7039,0.2204,8.6853,0.0352,0.5991,0.902,0.6841,0.205,0.205,0,0,0.4888,0.8854,0.5358,2024-05-30 15:22:52
4.7398,0.2185,8.7654,0.0347,0.6054,0.9027,0.6912,0.2029,0.2029,0,0,0.4864,0.8849,0.5331,2024-05-30 15:34:52
4.7892,0.2179,8.8681,0.0343,0.6053,0.902,0.6919,0.2028,0.2028,0,0,0.489,0.8847,0.5365,2024-05-30 15:46:58
4.8188,0.2168,8.9334,0.0338,0.6081,0.9021,0.6951,0.2358,0.2358,0,0,0.4264,0.8627,0.4608,2024-05-30 15:59:14
4.8247,0.216,8.9505,0.0333,0.6139,0.9028,0.7015,0.2023,0.2023,0,0,0.4888,0.8834,0.5386,2024-05-30 16:11:19
4.8161,0.2159,8.9367,0.033,0.6145,0.9027,0.7027,0.2052,0.2052,0,0,0.4889,0.8844,0.5371,2024-05-30 16:23:12
4.8282,0.2163,8.9642,0.0324,0.6196,0.9035,0.7078,0.2075,0.2075,0,0,0.4647,0.8754,0.5105,2024-05-30 16:35:13
4.7899,0.2155,8.8918,0.0321,0.6195,0.9036,0.708,0.2036,0.2036,0,0,0.498,0.8853,0.5492,2024-05-30 16:47:10
4.7824,0.2154,8.88,0.0318,0.6235,0.9039,0.7123,0.2036,0.2036,0,0,0.4935,0.8836,0.5449,2024-05-30 16:59:07
4.7408,0.2156,8.7989,0.0314,0.6248,0.904,0.7139,0.2028,0.2028,0,0,0.5014,0.8857,0.5543,2024-05-30 17:11:20
4.7302,0.2155,8.7802,0.0311,0.6255,0.9042,0.7142,0.205,0.205,0,0,0.4993,0.886,0.5504,2024-05-30 17:23:20
4.7033,0.2153,8.7296,0.0308,0.6293,0.9048,0.7181,0.2091,0.2091,0,0,0.4993,0.8857,0.5506,2024-05-30 17:35:28
4.6727,0.2151,8.6706,0.0306,0.6306,0.905,0.7199,0.2033,0.2033,0,0,0.5008,0.8857,0.5531,2024-05-30 17:47:28
4.6703,0.2151,8.6674,0.0304,0.6311,0.9051,0.7202,0.2078,0.2078,0,0,0.497,0.8851,0.5479,2024-05-30 17:59:37
4.6066,0.2152,8.5405,0.0303,0.6319,0.9052,0.7213,0.2077,0.2077,0,0,0.4985,0.8855,0.5495,2024-05-30 18:11:42
4.569,0.2144,8.4705,0.0298,0.636,0.906,0.7256,0.2078,0.2078,0,0,0.5044,0.8867,0.5572,2024-05-30 18:23:35
4.5622,0.2149,8.4567,0.0297,0.6328,0.9051,0.7222,0.205,0.205,0,0,0.503,0.8852,0.5568,2024-05-30 18:35:35
