t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
0.5495,0.0155,1.0679,0,0.9677,0.9925,0.9832,0.397,0.397,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:17:44
0.8137,0.0157,1.5959,0,0.9672,0.9924,0.9829,0.3976,0.3976,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:18:57
1.0254,0.0157,2.0194,0,0.9673,0.9924,0.983,0.3969,0.3969,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:20:10
0.8573,0.0156,1.6834,0,0.9676,0.9924,0.9831,0.3975,0.3975,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:21:23
0.8295,0.0157,1.6277,0,0.967,0.9924,0.9829,0.3971,0.3971,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:22:37
0.8128,0.0156,1.5945,0,0.9674,0.9924,0.9831,0.3974,0.3974,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:23:51
0.7608,0.0157,1.4903,0,0.9674,0.9924,0.983,0.3963,0.3963,0,0,0.8026,0.9411,0.8692,0.5,2024-06-07 05:25:04
0.72,0.0157,1.4085,0,0.9673,0.9924,0.983,0.3962,0.3962,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:26:18
0.7029,0.0154,1.375,0,0.9676,0.9925,0.9832,0.3973,0.3973,0,0,0.8025,0.9411,0.8692,0.5,2024-06-07 05:27:32
0.6834,0.0156,1.3356,0,0.9675,0.9925,0.9831,0.3973,0.3973,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:28:47
0.6616,0.0155,1.2921,0,0.9676,0.9925,0.9832,0.3973,0.3973,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:30:01
0.6607,0.0155,1.2905,0,0.9678,0.9925,0.9833,0.3971,0.3971,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:31:16
0.6499,0.0157,1.2685,0,0.9676,0.9924,0.9832,0.3967,0.3967,0,0,0.8026,0.9411,0.8693,0.5,2024-06-07 05:32:30
0.6517,0.0155,1.2724,0,0.9674,0.9925,0.9831,0.3971,0.3971,0,0,0.8027,0.9411,0.8695,0.5,2024-06-07 05:33:45
0.6388,0.0154,1.2468,0,0.9675,0.9925,0.9831,0.3966,0.3966,0,0,0.8026,0.9411,0.8693,0.5,2024-06-07 05:35:00
0.6269,0.0156,1.2227,0,0.9676,0.9925,0.9831,0.3971,0.3971,0,0,0.8026,0.9411,0.8693,0.5,2024-06-07 05:36:15
0.6175,0.0155,1.2039,0,0.9675,0.9925,0.9831,0.3972,0.3972,0,0,0.8026,0.9411,0.8693,0.5,2024-06-07 05:37:30
0.6097,0.0155,1.1883,0,0.9676,0.9925,0.9832,0.397,0.397,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:38:45
0.6099,0.0155,1.1888,0,0.9675,0.9925,0.9831,0.3967,0.3967,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:39:59
0.6017,0.0154,1.1726,0,0.9676,0.9925,0.9832,0.3972,0.3972,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:41:15
0.6021,0.0154,1.1733,0,0.9676,0.9925,0.9832,0.3967,0.3967,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:42:30
0.5984,0.0156,1.1656,0,0.9676,0.9925,0.9832,0.3964,0.3964,0,0,0.8025,0.9411,0.8692,0.5,2024-06-07 05:43:46
0.6004,0.0156,1.1695,0,0.9676,0.9924,0.9831,0.3969,0.3969,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:45:02
0.5942,0.0156,1.1572,0,0.9673,0.9924,0.983,0.3971,0.3971,0,0,0.8026,0.9411,0.8693,0.5,2024-06-07 05:46:18
0.593,0.0156,1.1548,0,0.9673,0.9924,0.983,0.397,0.397,0,0,0.8027,0.9411,0.8694,0.5,2024-06-07 05:47:34
0.5838,0.0156,1.1363,0,0.9675,0.9924,0.9831,0.397,0.397,0,0,0.8029,0.9411,0.8696,0.5,2024-06-07 05:48:49
0.5726,0.0157,1.1138,0,0.9674,0.9924,0.983,0.3968,0.3968,0,0,0.8027,0.9411,0.8695,0.5,2024-06-07 05:50:05
0.591,0.0154,1.1513,0,0.9679,0.9925,0.9833,0.3975,0.3975,0,0,0.8028,0.9411,0.8695,0.5,2024-06-07 05:51:21
