t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
1.0894,0.3635,7.2594,0,0.4688,0.7809,0.5751,0.2535,0.2535,0,0,0.5507,0.9019,0.614,0.1,2024-06-03 10:18:56
0.7745,0.163,6.1151,0,0.679,0.9199,0.7655,0.1583,0.1583,0,0,0.7007,0.9246,0.7891,0.1,2024-06-03 10:19:54
0.6428,0.1286,5.1414,0,0.7502,0.9362,0.8329,0.1755,0.1755,0,0,0.6957,0.922,0.7905,0.1,2024-06-03 10:20:54
0.6077,0.1125,4.9515,0,0.7846,0.9445,0.8623,0.1703,0.1703,0,0,0.7333,0.9338,0.8118,0.1,2024-06-03 10:21:54
0.5829,0.0967,4.8621,0,0.8082,0.9531,0.8803,0.1647,0.1647,0,0,0.7311,0.9328,0.8067,0.1,2024-06-03 10:23:02
0.5575,0.081,4.7651,0,0.8351,0.9607,0.9003,0.1569,0.1569,0,0,0.7534,0.9409,0.8301,0.1,2024-06-03 10:24:06
0.5386,0.0689,4.6966,0,0.8628,0.9675,0.9191,0.1742,0.1742,0,0,0.7689,0.9419,0.8439,0.1,2024-06-03 10:25:11
0.5222,0.0639,4.583,0,0.8723,0.9698,0.9255,0.1891,0.1891,0,0,0.756,0.9395,0.8314,0.1,2024-06-03 10:26:13
0.5113,0.0584,4.5286,0,0.8825,0.9721,0.9331,0.2037,0.2037,0,0,0.7561,0.9392,0.8287,0.1,2024-06-03 10:27:19
0.9102,0.0518,4.5179,0,0.8893,0.9751,0.9374,0.184,0.184,0,0,0.7784,0.9426,0.8508,0.19,2024-06-03 10:28:23
0.9061,0.0491,4.5108,0,0.9005,0.9768,0.9445,0.1926,0.1926,0,0,0.7774,0.9411,0.8515,0.19,2024-06-03 10:29:26
0.9067,0.0481,4.5193,0,0.9015,0.9774,0.9447,0.196,0.196,0,0,0.7767,0.9421,0.8488,0.19,2024-06-03 10:30:28
0.91,0.0471,4.5414,0,0.9046,0.9776,0.9467,0.2028,0.2028,0,0,0.7747,0.9426,0.8467,0.19,2024-06-03 10:31:32
0.9108,0.047,4.5461,0,0.9038,0.9778,0.9467,0.1875,0.1875,0,0,0.7791,0.9433,0.8538,0.19,2024-06-03 10:32:36
0.908,0.0407,4.5645,0,0.9153,0.9802,0.9539,0.192,0.192,0,0,0.7916,0.9449,0.8605,0.19,2024-06-03 10:33:37
0.9071,0.0362,4.5835,0,0.9197,0.9823,0.9553,0.1897,0.1897,0,0,0.7985,0.9449,0.8689,0.19,2024-06-03 10:34:44
0.9116,0.0373,4.6013,0,0.9237,0.9821,0.959,0.1749,0.1749,0,0,0.81,0.9474,0.8759,0.19,2024-06-03 10:35:47
0.9144,0.0368,4.6188,0,0.9238,0.9824,0.958,0.185,0.185,0,0,0.8025,0.9453,0.8688,0.19,2024-06-03 10:36:50
0.9174,0.0348,4.6449,0,0.9244,0.9833,0.9592,0.1818,0.1818,0,0,0.8108,0.9474,0.8779,0.19,2024-06-03 10:37:58
1.3364,0.0325,4.6567,0,0.9307,0.9842,0.9627,0.2006,0.2006,0,0,0.804,0.9474,0.8719,0.28,2024-06-03 10:39:01
1.337,0.0296,4.6693,0,0.9355,0.9857,0.9655,0.204,0.204,0,0,0.8024,0.9481,0.8682,0.28,2024-06-03 10:40:00
1.3413,0.0282,4.6894,0,0.9371,0.9862,0.9655,0.2029,0.2029,0,0,0.8059,0.948,0.8713,0.28,2024-06-03 10:41:03
1.3409,0.0274,4.6907,0,0.941,0.9867,0.9686,0.2164,0.2164,0,0,0.7956,0.9472,0.8627,0.28,2024-06-03 10:42:03
1.3428,0.0272,4.6984,0,0.939,0.9869,0.9667,0.218,0.218,0,0,0.7983,0.9475,0.8663,0.28,2024-06-03 10:43:06
1.3442,0.0287,4.6981,0,0.9384,0.9862,0.9672,0.1965,0.1965,0,0,0.8077,0.948,0.874,0.28,2024-06-03 10:44:09
1.3413,0.0272,4.6934,0,0.9407,0.9868,0.9678,0.1842,0.1842,0,0,0.811,0.9484,0.876,0.28,2024-06-03 10:45:11
1.3408,0.0268,4.6931,0,0.9408,0.9869,0.9677,0.1986,0.1986,0,0,0.8085,0.9484,0.8756,0.28,2024-06-03 10:46:14
1.341,0.026,4.6964,0,0.9448,0.9872,0.971,0.2112,0.2112,0,0,0.7942,0.9471,0.8635,0.28,2024-06-03 10:47:17
1.337,0.0248,4.6865,0,0.9453,0.9877,0.9711,0.2396,0.2396,0,0,0.7907,0.9458,0.8594,0.28,2024-06-03 10:48:23
1.7546,0.0251,4.6741,0,0.9444,0.9877,0.9706,0.2173,0.2173,0,0,0.8029,0.9483,0.8716,0.37,2024-06-03 10:49:25
1.7515,0.0249,4.6665,0,0.9449,0.9879,0.97,0.2044,0.2044,0,0,0.8083,0.9481,0.8735,0.37,2024-06-03 10:50:29
1.7596,0.0251,4.6877,0,0.9463,0.9878,0.9717,0.2169,0.2169,0,0,0.8043,0.9469,0.8727,0.37,2024-06-03 10:51:33
1.752,0.023,4.673,0,0.9484,0.9887,0.9729,0.2343,0.2343,0,0,0.7961,0.9463,0.8637,0.37,2024-06-03 10:52:44
1.7487,0.0207,4.6704,0,0.9527,0.9897,0.9743,0.2381,0.2381,0,0,0.7993,0.9474,0.8634,0.37,2024-06-03 10:53:47
1.741,0.0209,4.6487,0,0.9522,0.9896,0.9748,0.2335,0.2335,0,0,0.7992,0.9459,0.8672,0.37,2024-06-03 10:54:47
1.745,0.0228,4.6545,0,0.9509,0.9891,0.9742,0.2399,0.2399,0,0,0.7958,0.9467,0.862,0.37,2024-06-03 10:55:52
1.7368,0.0214,4.6363,0,0.953,0.9895,0.9754,0.2226,0.2226,0,0,0.801,0.9461,0.8677,0.37,2024-06-03 10:56:53
1.732,0.0213,4.6237,0,0.9537,0.9896,0.9758,0.2238,0.2238,0,0,0.8114,0.9485,0.8775,0.37,2024-06-03 10:57:52
1.7269,0.0204,4.6122,0,0.9531,0.9899,0.9754,0.2308,0.2308,0,0,0.8054,0.9466,0.8731,0.37,2024-06-03 10:58:56
2.1376,0.0189,4.6057,0,0.9576,0.9905,0.9779,0.2336,0.2336,0,0,0.8076,0.9473,0.8747,0.4599999999999999,2024-06-03 11:00:00
2.1303,0.0176,4.5927,0,0.9582,0.9911,0.9782,0.2283,0.2283,0,0,0.8065,0.948,0.8727,0.4599999999999999,2024-06-03 11:01:06
2.1232,0.0173,4.578,0,0.9606,0.9913,0.9796,0.2215,0.2215,0,0,0.8153,0.949,0.8809,0.4599999999999999,2024-06-03 11:02:07
2.2784,0.0169,4.9161,0,0.9607,0.9915,0.9792,0.2454,0.2454,0,0,0.8091,0.9474,0.8735,0.4599999999999999,2024-06-03 11:03:11
2.2856,0.0177,4.9303,0,0.9619,0.9912,0.9803,0.2335,0.2335,0,0,0.8098,0.9488,0.8745,0.4599999999999999,2024-06-03 11:04:14
2.5142,0.0195,5.4234,0,0.9563,0.9905,0.9771,0.2516,0.2516,0,0,0.7917,0.9449,0.8599,0.4599999999999999,2024-06-03 11:05:24
2.6348,0.0194,5.6857,0,0.9574,0.9906,0.9778,0.236,0.236,0,0,0.8034,0.9475,0.8687,0.4599999999999999,2024-06-03 11:06:28
2.6681,0.0172,5.7628,0,0.9602,0.9914,0.9792,0.2396,0.2396,0,0,0.8057,0.948,0.8711,0.4599999999999999,2024-06-03 11:07:28
2.7479,0.0162,5.9384,0,0.964,0.9919,0.9814,0.2403,0.2403,0,0,0.808,0.9478,0.8736,0.4599999999999999,2024-06-03 11:08:27
2.7376,0.0149,5.9191,0,0.9665,0.9925,0.9828,0.252,0.252,0,0,0.8075,0.9474,0.8744,0.4599999999999999,2024-06-03 11:09:27
3.1888,0.014,5.7724,0,0.9659,0.9929,0.9814,0.2462,0.2462,0,0,0.8077,0.9486,0.8735,0.5499999999999999,2024-06-03 11:10:27
3.4947,0.0136,6.3293,0,0.9674,0.9931,0.9832,0.2542,0.2542,0,0,0.8095,0.9481,0.8753,0.5499999999999999,2024-06-03 11:11:34
3.511,0.0143,6.3577,0,0.9683,0.9928,0.9837,0.2457,0.2457,0,0,0.8105,0.9483,0.8767,0.5499999999999999,2024-06-03 11:12:36
3.4599,0.014,6.2654,0,0.9677,0.993,0.9832,0.2673,0.2673,0,0,0.8079,0.9473,0.8738,0.5499999999999999,2024-06-03 11:13:35
3.4191,0.0135,6.1921,0,0.9695,0.9932,0.9843,0.2648,0.2648,0,0,0.8049,0.9476,0.8714,0.5499999999999999,2024-06-03 11:14:38
3.7144,0.0133,6.7293,0,0.9688,0.9933,0.9838,0.2576,0.2576,0,0,0.8088,0.9481,0.8745,0.5499999999999999,2024-06-03 11:15:42
3.5767,0.0131,6.4793,0,0.9698,0.9934,0.9844,0.253,0.253,0,0,0.8112,0.9491,0.8761,0.5499999999999999,2024-06-03 11:16:44
4.0915,0.0129,7.4156,0,0.97,0.9934,0.9845,0.2663,0.2663,0,0,0.8089,0.9476,0.8756,0.5499999999999999,2024-06-03 11:17:51
4.4981,0.0135,8.1538,0,0.9681,0.9933,0.9833,0.2699,0.2699,0,0,0.8025,0.9479,0.8684,0.5499999999999999,2024-06-03 11:18:55
3.9142,0.0139,7.0915,0,0.9687,0.9931,0.9838,0.2706,0.2706,0,0,0.8021,0.9456,0.8713,0.5499999999999999,2024-06-03 11:19:54
4.1012,0.0162,6.3828,0,0.9655,0.9922,0.9822,0.2469,0.2469,0,0,0.8067,0.9475,0.8739,0.64,2024-06-03 11:20:50
3.8947,0.0161,6.0602,0,0.964,0.9922,0.9814,0.2531,0.2531,0,0,0.8068,0.948,0.8726,0.64,2024-06-03 11:21:54
3.893,0.0158,6.0581,0,0.9643,0.9923,0.9815,0.2696,0.2696,0,0,0.8084,0.9483,0.8727,0.64,2024-06-03 11:22:57
3.9175,0.0146,6.0982,0,0.9669,0.9927,0.9829,0.2524,0.2524,0,0,0.8116,0.9486,0.8765,0.64,2024-06-03 11:23:57
3.9432,0.0136,6.1401,0,0.968,0.9931,0.9834,0.2484,0.2484,0,0,0.8192,0.9487,0.8839,0.64,2024-06-03 11:24:55
3.9653,0.0131,6.1753,0,0.9707,0.9933,0.985,0.2626,0.2626,0,0,0.8115,0.9483,0.8772,0.64,2024-06-03 11:25:58
3.9822,0.0119,6.2036,0,0.9704,0.9939,0.9846,0.2669,0.2669,0,0,0.8142,0.9488,0.88,0.64,2024-06-03 11:27:01
3.9933,0.0116,6.2215,0,0.9737,0.9941,0.9865,0.2694,0.2694,0,0,0.8132,0.9486,0.8795,0.64,2024-06-03 11:28:03
5.171,0.0112,8.0621,0,0.9731,0.9943,0.9861,0.2729,0.2729,0,0,0.808,0.9482,0.8744,0.64,2024-06-03 11:29:07
