t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
3.0448,0.3203,5.4491,0,0.5894,0.8528,0.6943,0.2653,0.2653,0,0,0.538,0.8894,0.6082,0.5,2024-06-07 01:20:20
2.4328,0.1538,4.5579,0,0.6982,0.9279,0.7884,0.177,0.177,0,0,0.6913,0.9213,0.777,0.5,2024-06-07 01:24:54
2.2209,0.1119,4.2179,0,0.7807,0.9476,0.8582,0.2038,0.2038,0,0,0.6913,0.9252,0.7709,0.5,2024-06-07 01:29:30
2.0563,0.097,3.9185,0,0.797,0.953,0.8739,0.1837,0.1837,0,0,0.7097,0.93,0.7883,0.5,2024-06-07 01:34:09
1.8975,0.0771,3.6407,0,0.838,0.962,0.9028,0.1771,0.1771,0,0,0.7602,0.9353,0.8361,0.5,2024-06-07 01:38:51
1.8065,0.0625,3.4881,0,0.869,0.9702,0.9238,0.1925,0.1925,0,0,0.7601,0.9378,0.832,0.5,2024-06-07 01:43:26
1.7407,0.0568,3.3677,0,0.8856,0.9733,0.9361,0.2153,0.2153,0,0,0.7411,0.9347,0.8172,0.5,2024-06-07 01:48:08
1.6922,0.0512,3.282,0,0.8906,0.9759,0.938,0.2038,0.2038,0,0,0.7616,0.937,0.8359,0.5,2024-06-07 01:52:43
1.671,0.0497,3.2427,0,0.9036,0.9768,0.947,0.2036,0.2036,0,0,0.7686,0.9372,0.8405,0.5,2024-06-07 01:57:17
1.6513,0.0517,3.1991,0,0.8976,0.9757,0.9434,0.1957,0.1957,0,0,0.7799,0.94,0.848,0.5,2024-06-07 02:01:56
1.6429,0.0507,3.1843,0,0.8949,0.9757,0.9418,0.1985,0.1985,0,0,0.7813,0.9406,0.8497,0.5,2024-06-07 02:06:33
1.6342,0.0399,3.1886,0,0.9115,0.9809,0.9517,0.1895,0.1895,0,0,0.7926,0.9442,0.8609,0.5,2024-06-07 02:11:12
1.62,0.0374,3.1652,0,0.9221,0.9821,0.958,0.2247,0.2247,0,0,0.7657,0.9397,0.8363,0.5,2024-06-07 02:15:49
1.6069,0.0349,3.1439,0,0.9283,0.9833,0.9617,0.2267,0.2267,0,0,0.777,0.9404,0.8491,0.5,2024-06-07 02:20:31
1.5978,0.0345,3.1267,0,0.9294,0.9835,0.9623,0.2244,0.2244,0,0,0.7777,0.9403,0.8502,0.5,2024-06-07 02:25:05
1.5907,0.031,3.1194,0,0.9323,0.9852,0.964,0.2157,0.2157,0,0,0.7933,0.943,0.861,0.5,2024-06-07 02:29:43
1.589,0.0303,3.1174,0,0.9352,0.9855,0.9651,0.2216,0.2216,0,0,0.793,0.942,0.8629,0.5,2024-06-07 02:34:23
1.5643,0.0298,3.069,0,0.94,0.986,0.9683,0.2286,0.2286,0,0,0.7941,0.9436,0.8611,0.5,2024-06-07 02:39:01
1.5455,0.0271,3.0368,0,0.9408,0.987,0.9687,0.242,0.242,0,0,0.7785,0.9419,0.8479,0.5,2024-06-07 02:43:41
1.5182,0.0247,2.9871,0,0.9463,0.9882,0.9718,0.2375,0.2375,0,0,0.797,0.944,0.8624,0.5,2024-06-07 02:48:20
1.5007,0.0236,2.954,0,0.9491,0.9887,0.9734,0.2481,0.2481,0,0,0.7899,0.9428,0.8562,0.5,2024-06-07 02:53:02
1.4802,0.0241,2.9121,0,0.9506,0.9886,0.9741,0.2363,0.2363,0,0,0.8039,0.9451,0.8684,0.5,2024-06-07 02:57:43
1.4592,0.0239,2.8706,0,0.9493,0.9888,0.9735,0.2612,0.2612,0,0,0.787,0.9425,0.8552,0.5,2024-06-07 03:02:18
1.4419,0.0246,2.8346,0,0.9483,0.9885,0.9729,0.2406,0.2406,0,0,0.7993,0.9441,0.8651,0.5,2024-06-07 03:06:58
1.4247,0.0233,2.8028,0,0.9506,0.989,0.9741,0.2418,0.2418,0,0,0.7983,0.9445,0.8644,0.5,2024-06-07 03:11:36
1.4063,0.022,2.7686,0,0.9538,0.9895,0.9759,0.244,0.244,0,0,0.799,0.943,0.8645,0.5,2024-06-07 03:16:19
1.3914,0.0218,2.7392,0,0.9545,0.9897,0.9763,0.2497,0.2497,0,0,0.8018,0.9437,0.8663,0.5,2024-06-07 03:20:54
1.3835,0.0225,2.722,0,0.9539,0.9895,0.9759,0.2538,0.2538,0,0,0.7963,0.9435,0.8619,0.5,2024-06-07 03:25:25
1.3694,0.0222,2.6944,0,0.9527,0.9896,0.9752,0.2461,0.2461,0,0,0.799,0.944,0.8649,0.5,2024-06-07 03:30:06
1.3535,0.0206,2.6658,0,0.9555,0.9902,0.9768,0.2577,0.2577,0,0,0.8011,0.9433,0.8669,0.5,2024-06-07 03:34:42
1.3399,0.0195,2.6408,0,0.9573,0.9907,0.9778,0.2587,0.2587,0,0,0.7999,0.944,0.8643,0.5,2024-06-07 03:39:16
1.3382,0.018,2.6405,0,0.9616,0.9914,0.9801,0.2548,0.2548,0,0,0.8055,0.944,0.8694,0.5,2024-06-07 03:43:55
1.3283,0.0178,2.6209,0,0.962,0.9915,0.9804,0.2578,0.2578,0,0,0.8012,0.9449,0.8661,0.5,2024-06-07 03:48:30
1.3295,0.0185,2.6221,0,0.9604,0.9913,0.9795,0.2779,0.2779,0,0,0.7942,0.9431,0.8603,0.5,2024-06-07 03:53:13
1.3149,0.0186,2.5926,0,0.9606,0.9912,0.9795,0.2492,0.2492,0,0,0.808,0.9456,0.8739,0.5,2024-06-07 03:57:51
1.3053,0.0173,2.5758,0,0.9627,0.9917,0.9807,0.2729,0.2729,0,0,0.8044,0.9447,0.869,0.5,2024-06-07 04:02:32
1.2937,0.0171,2.5533,0,0.9635,0.9919,0.9811,0.2665,0.2665,0,0,0.8017,0.9449,0.8649,0.5,2024-06-07 04:07:12
1.2846,0.0163,2.5367,0,0.9649,0.9922,0.9819,0.2641,0.2641,0,0,0.8094,0.9454,0.873,0.5,2024-06-07 04:11:52
1.2717,0.0157,2.5121,0,0.9668,0.9925,0.9829,0.2762,0.2762,0,0,0.8058,0.9447,0.8705,0.5,2024-06-07 04:16:32
1.2637,0.015,2.4974,0,0.9675,0.9928,0.9833,0.2803,0.2803,0,0,0.8055,0.9452,0.8684,0.5,2024-06-07 04:21:10
1.2564,0.0147,2.4835,0,0.968,0.993,0.9835,0.2846,0.2846,0,0,0.807,0.9448,0.8704,0.5,2024-06-07 04:25:47
1.2485,0.0144,2.4682,0,0.9694,0.9931,0.9843,0.272,0.272,0,0,0.81,0.9463,0.8734,0.5,2024-06-07 04:30:25
1.2397,0.0145,2.4505,0,0.9691,0.9931,0.9841,0.292,0.292,0,0,0.8045,0.9448,0.8691,0.5,2024-06-07 04:35:02
1.2354,0.0143,2.4422,0,0.969,0.9932,0.9841,0.2816,0.2816,0,0,0.8108,0.9461,0.8743,0.5,2024-06-07 04:39:41
1.2328,0.0147,2.4362,0,0.9691,0.993,0.9841,0.3052,0.3052,0,0,0.8002,0.9443,0.8655,0.5,2024-06-07 04:44:23
1.2328,0.0145,2.4366,0,0.9694,0.9932,0.9843,0.2837,0.2837,0,0,0.8087,0.946,0.8726,0.5,2024-06-07 04:49:03
1.2218,0.014,2.4157,0,0.9697,0.9934,0.9844,0.2835,0.2835,0,0,0.8106,0.9456,0.8745,0.5,2024-06-07 04:53:42
1.214,0.0144,2.3992,0,0.9697,0.9933,0.9845,0.2919,0.2919,0,0,0.8091,0.9461,0.8725,0.5,2024-06-07 04:58:19
1.2041,0.014,2.3802,0,0.9702,0.9934,0.9847,0.2817,0.2817,0,0,0.8098,0.9459,0.8731,0.5,2024-06-07 05:02:54
