t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
0.3066,0.0531,2.5354,0,0.9437,0.9861,0.9681,0.0709,0.0709,0,0,0.9381,0.9862,0.9609,0.1,2024-06-07 10:22:14
0.3971,0.0519,3.4518,0,0.9442,0.9862,0.9684,0.0708,0.0708,0,0,0.938,0.9862,0.9608,0.1,2024-06-07 10:37:41
0.4445,0.0525,3.9198,0,0.9441,0.9861,0.9683,0.0722,0.0722,0,0,0.9378,0.9861,0.9607,0.1,2024-06-07 10:53:30
0.4111,0.053,3.5808,0,0.9439,0.9861,0.9681,0.0708,0.0708,0,0,0.9382,0.9862,0.9609,0.1,2024-06-07 11:09:13
0.3982,0.0534,3.4482,0,0.9434,0.986,0.968,0.0699,0.0699,0,0,0.9383,0.9863,0.961,0.1,2024-06-07 11:25:00
0.3866,0.0515,3.3505,0,0.9445,0.9863,0.9685,0.0708,0.0708,0,0,0.938,0.9862,0.9608,0.1,2024-06-07 11:40:55
0.3797,0.051,3.2867,0,0.9448,0.9864,0.9689,0.072,0.072,0,0,0.9379,0.9861,0.9607,0.1,2024-06-07 11:57:11
0.3732,0.0527,3.2048,0,0.944,0.9862,0.9683,0.0697,0.0697,0,0,0.9385,0.9864,0.9612,0.1,2024-06-07 12:13:29
0.3738,0.0533,3.2049,0,0.944,0.9859,0.9685,0.0707,0.0707,0,0,0.9383,0.9863,0.961,0.1,2024-06-07 12:30:00
0.3721,0.0527,3.1939,0,0.9436,0.9861,0.9681,0.0709,0.0709,0,0,0.9383,0.9863,0.961,0.1,2024-06-07 12:46:48
0.3673,0.0516,3.1569,0,0.9445,0.9863,0.9686,0.0693,0.0693,0,0,0.9384,0.9864,0.9611,0.1,2024-06-07 13:03:49
0.3726,0.0523,3.2035,0,0.9438,0.9861,0.9682,0.071,0.071,0,0,0.9383,0.9862,0.961,0.1,2024-06-07 13:21:10
0.3692,0.0538,3.1545,0,0.9434,0.986,0.9679,0.0707,0.0707,0,0,0.9382,0.9863,0.961,0.1,2024-06-07 13:38:39
0.3628,0.0526,3.1013,0,0.9434,0.986,0.9681,0.0706,0.0706,0,0,0.9379,0.9862,0.9608,0.1,2024-06-07 13:56:12
0.3527,0.0535,2.9919,0,0.9432,0.9859,0.9678,0.0708,0.0708,0,0,0.938,0.9862,0.9608,0.1,2024-06-07 14:13:48
0.3543,0.0517,3.0265,0,0.945,0.9863,0.9691,0.0709,0.0709,0,0,0.938,0.9862,0.9608,0.1,2024-06-07 14:31:49
0.3505,0.053,2.9742,0,0.9437,0.9861,0.9681,0.0701,0.0701,0,0,0.938,0.9863,0.9608,0.1,2024-06-07 14:49:52
0.3509,0.0527,2.9821,0,0.9442,0.9861,0.9684,0.0704,0.0704,0,0,0.9382,0.9863,0.961,0.1,2024-06-07 15:07:55
0.3557,0.0524,3.0332,0,0.9446,0.9862,0.9687,0.0708,0.0708,0,0,0.9381,0.9862,0.9609,0.1,2024-06-07 15:26:14
0.3529,0.0533,2.996,0,0.9436,0.9861,0.9681,0.0703,0.0703,0,0,0.9384,0.9863,0.9611,0.1,2024-06-07 15:44:54
0.3555,0.0522,3.0335,0,0.944,0.9862,0.9682,0.0705,0.0705,0,0,0.938,0.9862,0.9608,0.1,2024-06-07 16:03:34
0.3597,0.053,3.0675,0,0.9435,0.986,0.968,0.0716,0.0716,0,0,0.9379,0.9862,0.9607,0.1,2024-06-07 16:22:19
0.3575,0.0523,3.052,0,0.9435,0.9861,0.9681,0.0714,0.0714,0,0,0.9381,0.9862,0.9608,0.1,2024-06-07 16:40:50
0.3565,0.0543,3.022,0,0.9429,0.9858,0.9676,0.0692,0.0692,0,0,0.9384,0.9864,0.9611,0.1,2024-06-07 16:59:52
0.3484,0.0508,2.9756,0,0.9444,0.9864,0.9686,0.0695,0.0695,0,0,0.9384,0.9864,0.9611,0.1,2024-06-07 17:18:26
