t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
0.0604,0.0155,0.0899,0,0.9724,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:05:35
0.0605,0.0152,0.0906,0,0.9726,0.9931,0.9859,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:05:54
0.0601,0.0153,0.0896,0,0.9727,0.9931,0.986,0.0454,0.0454,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:06:13
0.0603,0.0151,0.0904,0,0.973,0.9931,0.9861,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:06:32
0.0602,0.0153,0.0897,0,0.9726,0.993,0.9859,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:06:51
0.0605,0.0152,0.0907,0,0.9727,0.993,0.9859,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:07:11
0.0614,0.0154,0.092,0,0.9725,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:07:30
0.0599,0.0151,0.0898,0,0.9729,0.9932,0.9861,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:07:51
0.0611,0.0152,0.0917,0,0.9724,0.993,0.9858,0.0454,0.0454,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:08:11
0.0642,0.0152,0.098,0,0.9727,0.9931,0.9859,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:08:31
0.0602,0.0152,0.09,0,0.9727,0.9931,0.986,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:08:52
0.06,0.0152,0.0897,0,0.9727,0.9931,0.9859,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:09:12
0.0605,0.0151,0.0908,0,0.973,0.9931,0.9861,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:09:33
0.0602,0.0154,0.0896,0,0.9725,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:09:53
0.06,0.0152,0.0895,0,0.9728,0.9931,0.986,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:10:14
0.06,0.0152,0.0894,0,0.9727,0.9931,0.9859,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:10:34
0.06,0.0153,0.0894,0,0.9724,0.993,0.9858,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:10:55
0.06,0.0153,0.0894,0,0.9725,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:11:16
0.0602,0.0153,0.0899,0,0.9725,0.993,0.9858,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:11:36
0.0601,0.0154,0.0894,0,0.9722,0.9929,0.9857,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:11:57
0.0601,0.0152,0.0898,0,0.9726,0.9931,0.9859,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:12:18
0.0605,0.0153,0.0904,0,0.9726,0.993,0.9859,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:12:38
0.0606,0.0155,0.0902,0,0.9723,0.993,0.9857,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:12:59
0.0612,0.0152,0.0919,0,0.9727,0.9931,0.9859,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:13:19
0.0606,0.0154,0.0905,0,0.9723,0.993,0.9857,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:13:40
0.0603,0.0153,0.09,0,0.9725,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:14:01
0.06,0.0151,0.0897,0,0.9728,0.9931,0.986,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:14:21
0.0602,0.0155,0.0895,0,0.9723,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:14:41
0.0603,0.0153,0.0901,0,0.9727,0.9931,0.986,0.0456,0.0456,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:15:02
0.0651,0.0153,0.0995,0,0.9724,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:15:23
0.0622,0.0152,0.094,0,0.9727,0.993,0.9859,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:15:43
0.0629,0.0153,0.0951,0,0.9725,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:16:04
0.0647,0.0153,0.0988,0,0.9725,0.993,0.9858,0.0455,0.0455,0,0,0.9562,0.9898,0.973,0.5,2024-06-07 03:16:24
