t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
0.5665,0.0717,0.9896,0,0.8923,0.9804,0.9221,0.3889,0.3889,0,0,0.8031,0.9407,0.8704,0.5,2024-06-07 03:35:50
0.5568,0.0727,0.9681,0,0.8916,0.9798,0.922,0.3853,0.3853,0,0,0.8032,0.9408,0.8704,0.5,2024-06-07 03:36:49
0.5575,0.0755,0.9641,0,0.8938,0.9798,0.9238,0.389,0.389,0,0,0.8032,0.9405,0.8707,0.5,2024-06-07 03:37:48
0.6057,0.0745,1.0624,0,0.8925,0.9802,0.9228,0.3855,0.3855,0,0,0.8033,0.9406,0.8706,0.5,2024-06-07 03:38:47
0.6182,0.0764,1.0837,0,0.8885,0.9793,0.9196,0.3885,0.3885,0,0,0.8034,0.9406,0.8708,0.5,2024-06-07 03:39:46
0.6095,0.079,1.061,0,0.8908,0.9793,0.9211,0.3886,0.3886,0,0,0.8032,0.9406,0.8706,0.5,2024-06-07 03:40:46
0.5955,0.0748,1.0414,0,0.8915,0.9796,0.9216,0.3842,0.3842,0,0,0.8031,0.9408,0.8703,0.5,2024-06-07 03:41:45
0.591,0.0778,1.0264,0,0.8895,0.9796,0.9199,0.3899,0.3899,0,0,0.8032,0.9405,0.8706,0.5,2024-06-07 03:42:45
0.581,0.072,1.018,0,0.8915,0.9801,0.9216,0.3858,0.3858,0,0,0.8032,0.9408,0.8703,0.5,2024-06-07 03:43:45
0.6165,0.0788,1.0753,0,0.8919,0.9792,0.922,0.3876,0.3876,0,0,0.8031,0.9408,0.8704,0.5,2024-06-07 03:44:45
0.6712,0.0748,1.1928,0,0.8908,0.9799,0.9212,0.386,0.386,0,0,0.8031,0.9407,0.8703,0.5,2024-06-07 03:45:46
0.662,0.0745,1.1749,0,0.893,0.9799,0.9232,0.385,0.385,0,0,0.8034,0.9407,0.8707,0.5,2024-06-07 03:46:46
0.6601,0.0746,1.171,0,0.8909,0.9799,0.9209,0.3863,0.3863,0,0,0.8033,0.9407,0.8705,0.5,2024-06-07 03:47:47
