t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
0.8414,0.271,5.7038,0,0.587,0.8553,0.6895,0.2332,0.2332,0,0,0.5389,0.8954,0.6101,0.1,2024-06-07 01:16:28
0.6312,0.1547,4.7659,0,0.7443,0.9313,0.8292,0.1684,0.1684,0,0,0.7227,0.9283,0.8088,0.1,2024-06-07 01:16:43
0.5564,0.1129,4.4355,0,0.8128,0.95,0.8842,0.1637,0.1637,0,0,0.7472,0.9346,0.8228,0.1,2024-06-07 01:16:58
0.521,0.0942,4.2679,0,0.8371,0.9586,0.9016,0.1784,0.1784,0,0,0.7397,0.9331,0.8192,0.1,2024-06-07 01:17:13
0.5038,0.0883,4.1541,0,0.8461,0.9606,0.9091,0.1762,0.1762,0,0,0.7624,0.9347,0.8398,0.1,2024-06-07 01:17:27
0.483,0.0749,4.081,0,0.8621,0.9669,0.9187,0.1812,0.1812,0,0,0.7682,0.9382,0.8431,0.1,2024-06-07 01:17:42
0.469,0.0673,4.0168,0,0.8782,0.97,0.9308,0.1818,0.1818,0,0,0.7664,0.9391,0.8391,0.1,2024-06-07 01:17:57
0.4605,0.0641,3.964,0,0.8824,0.9716,0.933,0.1766,0.1766,0,0,0.7853,0.942,0.856,0.1,2024-06-07 01:18:12
0.4454,0.0566,3.8884,0,0.896,0.9748,0.9425,0.1725,0.1725,0,0,0.7936,0.9469,0.8613,0.1,2024-06-07 01:18:27
0.4279,0.0488,3.7913,0,0.9061,0.9781,0.9475,0.1815,0.1815,0,0,0.7973,0.9436,0.8654,0.1,2024-06-07 01:18:42
0.4112,0.045,3.6618,0,0.9149,0.98,0.9536,0.1924,0.1924,0,0,0.7919,0.9427,0.861,0.1,2024-06-07 01:18:58
0.3962,0.044,3.5225,0,0.9164,0.9801,0.9542,0.1835,0.1835,0,0,0.7984,0.9439,0.867,0.1,2024-06-07 01:19:13
0.3762,0.0399,3.3634,0,0.9238,0.9818,0.9591,0.1891,0.1891,0,0,0.7979,0.9463,0.8656,0.1,2024-06-07 01:19:28
0.359,0.0366,3.2243,0,0.9275,0.9832,0.9611,0.1927,0.1927,0,0,0.7932,0.9447,0.8608,0.1,2024-06-07 01:19:44
0.3461,0.0371,3.0892,0,0.9292,0.9831,0.9622,0.2049,0.2049,0,0,0.7994,0.9436,0.8648,0.1,2024-06-07 01:19:59
0.3317,0.0353,2.9639,0,0.9306,0.9841,0.9628,0.1883,0.1883,0,0,0.7975,0.9435,0.8667,0.1,2024-06-07 01:20:14
0.3218,0.0362,2.8563,0,0.932,0.9836,0.9638,0.1868,0.1868,0,0,0.8054,0.9466,0.8698,0.1,2024-06-07 01:20:30
0.309,0.0327,2.7626,0,0.9368,0.985,0.9664,0.1961,0.1961,0,0,0.8027,0.943,0.8708,0.1,2024-06-07 01:20:45
0.2968,0.0293,2.6748,0,0.9415,0.9865,0.9691,0.1987,0.1987,0,0,0.8032,0.9465,0.8706,0.1,2024-06-07 01:21:01
0.2895,0.0299,2.596,0,0.9412,0.9863,0.969,0.2046,0.2046,0,0,0.803,0.9465,0.8693,0.1,2024-06-07 01:21:16
0.2939,0.0281,2.6578,0,0.944,0.9871,0.9704,0.2233,0.2233,0,0,0.7961,0.9467,0.8668,0.1,2024-06-07 01:21:32
0.3932,0.0295,3.6368,0,0.9412,0.9867,0.9689,0.2083,0.2083,0,0,0.807,0.9474,0.8719,0.1,2024-06-07 01:21:48
0.3297,0.027,3.0279,0,0.9474,0.9876,0.9724,0.2222,0.2222,0,0,0.7956,0.9431,0.865,0.1,2024-06-07 01:22:03
0.3012,0.0256,2.7561,0,0.9496,0.9882,0.9736,0.2178,0.2178,0,0,0.8067,0.9455,0.8717,0.1,2024-06-07 01:22:19
0.2812,0.0242,2.5707,0,0.9514,0.9888,0.9745,0.2252,0.2252,0,0,0.8055,0.9443,0.8723,0.1,2024-06-07 01:22:34
0.2629,0.0245,2.3834,0,0.9515,0.9887,0.9747,0.2273,0.2273,0,0,0.807,0.9467,0.8735,0.1,2024-06-07 01:22:50
0.2406,0.0239,2.1672,0,0.9513,0.989,0.9745,0.2366,0.2366,0,0,0.797,0.9429,0.8652,0.1,2024-06-07 01:23:06
0.2153,0.0238,1.9155,0,0.9531,0.9891,0.9755,0.2466,0.2466,0,0,0.7991,0.9436,0.8673,0.1,2024-06-07 01:23:21
