t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
3.1746,0.5767,24.3358,0.0411,0.756,0.9274,0.8241,0.124,0.124,0,0,0.7976,0.9613,0.8629,2024-05-29 16:38:12
3.2174,0.5749,24.839,0.0397,0.7568,0.9277,0.8248,0.2208,0.2208,0,0,0.6287,0.9336,0.69,2024-05-29 16:51:24
3.2016,0.5736,24.7092,0.0393,0.7574,0.9277,0.8253,0.1342,0.1342,0,0,0.7882,0.9601,0.8536,2024-05-29 17:05:00
3.3509,0.5775,26.1783,0.0389,0.7556,0.9274,0.8239,0.134,0.134,0,0,0.7871,0.9585,0.8505,2024-05-29 17:18:33
3.4112,0.5754,26.8539,0.0376,0.7561,0.9274,0.8243,0.144,0.144,0,0,0.7778,0.9575,0.8435,2024-05-29 17:32:25
3.3551,0.5753,26.3378,0.0365,0.7567,0.9275,0.8248,0.2223,0.2223,0,0,0.6289,0.9336,0.6901,2024-05-29 17:46:25
3.5791,0.5743,28.6144,0.0359,0.7569,0.9276,0.825,0.122,0.122,0,0,0.8005,0.9619,0.865,2024-05-29 18:00:20
3.4134,0.5756,26.9694,0.0352,0.7557,0.9275,0.824,0.1373,0.1373,0,0,0.7794,0.9584,0.8456,2024-05-29 18:15:10
3.3621,0.5735,26.5132,0.0343,0.7567,0.9277,0.8247,0.1199,0.1199,0,0,0.8112,0.9631,0.875,2024-05-29 18:29:39
3.1673,0.5765,24.5567,0.0338,0.7554,0.9272,0.8238,0.1272,0.1272,0,0,0.7951,0.9609,0.8604,2024-05-29 18:44:30
2.973,0.5785,22.6357,0.0327,0.7557,0.9272,0.8238,0.2219,0.2219,0,0,0.6294,0.9337,0.6907,2024-05-29 18:59:23
2.8293,0.5784,21.2311,0.032,0.756,0.9272,0.8242,0.1209,0.1209,0,0,0.8029,0.9623,0.8673,2024-05-29 19:14:46
2.6742,0.5761,19.6979,0.0321,0.7563,0.9274,0.8243,0.1227,0.1227,0,0,0.8021,0.9619,0.866,2024-05-29 19:30:43
2.7557,0.5718,20.6001,0.031,0.7571,0.9279,0.825,0.1328,0.1328,0,0,0.7963,0.9604,0.8602,2024-05-29 19:46:44
2.7952,0.5755,20.989,0.0302,0.7563,0.9276,0.8244,0.2163,0.2163,0,0,0.6329,0.9343,0.6944,2024-05-29 20:03:08
2.8017,0.5715,21.1265,0.0294,0.7571,0.9279,0.8251,0.1282,0.1282,0,0,0.794,0.9609,0.8597,2024-05-29 20:19:50
2.9105,0.579,22.1447,0.0293,0.7559,0.9272,0.824,0.1221,0.1221,0,0,0.8011,0.962,0.8659,2024-05-29 20:36:39
2.9891,0.5776,22.9811,0.0283,0.755,0.9272,0.8231,0.1236,0.1236,0,0,0.8046,0.962,0.8694,2024-05-29 20:53:36
2.9357,0.5751,22.484,0.028,0.757,0.9276,0.8251,0.1308,0.1308,0,0,0.7908,0.9605,0.8559,2024-05-29 21:10:29
3.2096,0.5799,25.1954,0.0275,0.7553,0.9271,0.8234,0.1319,0.1319,0,0,0.7914,0.9604,0.857,2024-05-29 21:27:43
3.0379,0.5765,23.529,0.0271,0.756,0.9273,0.8241,0.1172,0.1172,0,0,0.8107,0.9631,0.8746,2024-05-29 21:44:37
2.9828,0.5762,23.0084,0.0264,0.7556,0.9274,0.8237,0.1209,0.1209,0,0,0.8048,0.9626,0.8692,2024-05-29 22:01:52
3.0928,0.576,24.1343,0.0258,0.7563,0.9275,0.8244,0.127,0.127,0,0,0.797,0.9613,0.8622,2024-05-29 22:18:57
3.1177,0.5801,24.353,0.0256,0.7553,0.9272,0.8238,0.1326,0.1326,0,0,0.7924,0.959,0.857,2024-05-29 22:36:34
3.1008,0.5761,24.2396,0.0252,0.756,0.9275,0.8243,0.1257,0.1257,0,0,0.8002,0.962,0.8648,2024-05-29 22:54:16
3.1701,0.5751,24.9736,0.0244,0.7563,0.9276,0.8242,0.1205,0.1205,0,0,0.7992,0.9616,0.8643,2024-05-29 23:12:22
3.1778,0.5727,25.1011,0.0237,0.7572,0.9278,0.8253,0.1214,0.1214,0,0,0.8042,0.962,0.8691,2024-05-29 23:30:25
3.289,0.5781,26.1698,0.0235,0.7552,0.9271,0.8236,0.1341,0.1341,0,0,0.7866,0.9579,0.8499,2024-05-29 23:47:34
3.249,0.5766,25.7888,0.0234,0.7566,0.9275,0.8245,0.1275,0.1275,0,0,0.7947,0.9594,0.8587,2024-05-30 00:04:20
3.3349,0.5782,26.6594,0.0227,0.7551,0.9272,0.8234,0.1237,0.1237,0,0,0.796,0.9612,0.8611,2024-05-30 00:21:41
3.3866,0.576,27.1874,0.023,0.7561,0.9275,0.8242,0.1267,0.1267,0,0,0.7956,0.9609,0.8615,2024-05-30 00:38:38
3.4082,0.5746,27.4465,0.0222,0.7564,0.9275,0.8245,0.1268,0.1268,0,0,0.7936,0.9608,0.8587,2024-05-30 00:56:06
3.2578,0.5748,25.975,0.0214,0.7571,0.9276,0.8252,0.1269,0.1269,0,0,0.7932,0.9608,0.8589,2024-05-30 01:13:48
3.1841,0.5754,25.2384,0.0212,0.7564,0.9275,0.8246,0.1327,0.1327,0,0,0.7854,0.9597,0.851,2024-05-30 01:31:24
2.9772,0.5759,23.1624,0.0213,0.7562,0.9275,0.8243,0.1436,0.1436,0,0,0.7786,0.9572,0.8422,2024-05-30 01:48:35
2.9878,0.5752,23.2783,0.0212,0.7561,0.9276,0.8241,0.1318,0.1318,0,0,0.7901,0.9596,0.8556,2024-05-30 02:05:03
2.7244,0.5795,20.6215,0.0207,0.7548,0.9271,0.8232,0.1249,0.1249,0,0,0.7987,0.9613,0.864,2024-05-30 02:21:47
2.7531,0.5787,20.9314,0.0203,0.7556,0.9273,0.8238,0.1361,0.1361,0,0,0.7807,0.9588,0.8467,2024-05-30 02:38:16
2.766,0.5738,21.1203,0.0201,0.7565,0.9277,0.8245,0.1286,0.1286,0,0,0.7974,0.9609,0.863,2024-05-30 02:55:38
2.7221,0.5769,20.6606,0.0198,0.7565,0.9275,0.8246,0.1272,0.1272,0,0,0.7964,0.9612,0.8613,2024-05-30 03:12:51
2.7955,0.5767,21.4086,0.0195,0.7557,0.9273,0.824,0.125,0.125,0,0,0.8003,0.9618,0.8648,2024-05-30 03:29:51
2.8045,0.5752,21.5266,0.0192,0.7563,0.9276,0.8243,0.1337,0.1337,0,0,0.7914,0.9605,0.8568,2024-05-30 03:48:06
2.8826,0.5716,22.3681,0.0185,0.7579,0.9276,0.8282,0.0954,0.0954,0,0,0.819,0.9628,0.8796,2024-05-30 07:14:45
2.7992,0.5712,21.5388,0.0185,0.7592,0.9277,0.8295,0.0946,0.0946,0,0,0.8268,0.964,0.8854,2024-05-30 07:26:50
2.8555,0.5735,22.0962,0.0181,0.7581,0.9274,0.8284,0.2219,0.2219,0,0,0.6448,0.9335,0.7061,2024-05-30 07:39:35
2.8908,0.5745,22.439,0.0181,0.7582,0.9275,0.8285,0.0885,0.0885,0,0,0.8326,0.9651,0.8914,2024-05-30 07:51:50
2.5981,0.5732,19.5426,0.0177,0.7585,0.9276,0.8287,0.092,0.092,0,0,0.8353,0.9653,0.8943,2024-05-30 08:04:20
2.8772,0.6735,21.341,0.0174,0.7461,0.9188,0.8153,0.1271,0.1271,0,0,0.7838,0.9569,0.8471,2024-05-30 11:22:25
2.7709,0.6698,20.3367,0.0169,0.7475,0.9193,0.8166,0.1184,0.1184,0,0,0.7863,0.9582,0.8496,2024-05-30 11:34:39
2.9269,0.6699,21.8913,0.017,0.7482,0.9193,0.8173,0.2415,0.2415,0,0,0.6281,0.931,0.6951,2024-05-30 11:46:44
2.8607,0.6719,21.2227,0.0166,0.7466,0.919,0.8158,0.1338,0.1338,0,0,0.7739,0.9547,0.8382,2024-05-30 11:59:20
2.8241,0.6746,20.8339,0.0165,0.7462,0.9188,0.8155,0.1192,0.1192,0,0,0.7867,0.9578,0.8502,2024-05-30 12:12:26
2.8275,0.6716,20.9017,0.0164,0.7474,0.9192,0.8164,0.1344,0.1344,0,0,0.775,0.9557,0.8398,2024-05-30 12:26:50
3.2406,0.6059,25.6776,0.0168,0.7507,0.9247,0.8199,0.0667,0.0667,0,0,0.8484,0.9691,0.906,2024-05-30 12:52:55
2.8806,0.608,22.0577,0.0167,0.7503,0.9244,0.8196,0.0774,0.0774,0,0,0.8364,0.967,0.8959,2024-05-30 13:04:58
2.7499,0.6099,20.7401,0.0165,0.7502,0.9243,0.8197,0.0672,0.0672,0,0,0.8517,0.9694,0.9082,2024-05-30 13:16:57
2.6196,0.6076,19.4648,0.0164,0.7503,0.9245,0.8196,0.0675,0.0675,0,0,0.8469,0.969,0.9048,2024-05-30 13:29:05
2.7896,0.6052,21.2034,0.016,0.7506,0.9247,0.8196,0.0798,0.0798,0,0,0.8288,0.9661,0.8893,2024-05-30 13:40:54
2.7566,0.6033,20.9068,0.0157,0.7516,0.9249,0.8206,0.1336,0.1336,0,0,0.6798,0.9439,0.747,2024-05-30 13:53:02
3.1087,0.6329,24.1318,0.0157,0.7468,0.9219,0.8161,0.1111,0.1111,0,0,0.7963,0.9611,0.8573,2024-05-30 18:20:19
2.6808,0.6287,19.9122,0.0152,0.7484,0.9224,0.8177,0.1171,0.1171,0,0,0.7882,0.9594,0.8489,2024-05-30 18:33:07
2.7032,0.6332,20.0932,0.0152,0.7477,0.9221,0.8168,0.1203,0.1203,0,0,0.7879,0.9593,0.8488,2024-05-30 18:45:45
2.6714,0.6322,19.793,0.015,0.7473,0.9219,0.8166,0.1207,0.1207,0,0,0.7878,0.959,0.8483,2024-05-30 18:57:58
2.8997,0.6317,22.0855,0.0149,0.7484,0.9223,0.8175,0.2075,0.2075,0,0,0.6117,0.9327,0.671,2024-05-30 19:10:12
2.6047,0.6297,19.1544,0.0149,0.7481,0.9222,0.8172,0.1157,0.1157,0,0,0.7895,0.9597,0.8499,2024-05-30 19:22:27
2.916,0.6288,22.285,0.0147,0.749,0.9224,0.818,0.2115,0.2115,0,0,0.6098,0.9323,0.6687,2024-05-30 19:34:40
2.8544,0.6289,21.6653,0.0147,0.7479,0.9223,0.817,0.2088,0.2088,0,0,0.6126,0.9328,0.672,2024-05-30 19:47:12
2.7088,0.6299,20.2109,0.0145,0.7476,0.9221,0.8169,0.1171,0.1171,0,0,0.79,0.9595,0.8508,2024-05-30 19:59:36
2.7535,0.6282,20.6842,0.0142,0.7486,0.9226,0.8175,0.1279,0.1279,0,0,0.7815,0.9582,0.8418,2024-05-30 20:12:12
2.8289,0.6295,21.4264,0.0142,0.7483,0.9222,0.8173,0.128,0.128,0,0,0.7786,0.9578,0.8379,2024-05-30 20:24:34
2.8149,0.6291,21.2858,0.0143,0.7479,0.9223,0.8171,0.1073,0.1073,0,0,0.8015,0.9618,0.8619,2024-05-30 20:37:19
2.6446,0.6285,19.5943,0.0142,0.7497,0.9226,0.8186,0.2005,0.2005,0,0,0.6177,0.9336,0.6781,2024-05-30 20:50:12
2.7806,0.6298,20.9522,0.0139,0.7482,0.9224,0.8171,0.1285,0.1285,0,0,0.778,0.9575,0.8383,2024-05-30 21:03:01
2.7332,0.6295,20.4869,0.0138,0.7487,0.9223,0.8178,0.2047,0.2047,0,0,0.6153,0.9332,0.6753,2024-05-30 21:16:02
2.6265,0.6306,19.4019,0.0139,0.7481,0.9222,0.8172,0.1045,0.1045,0,0,0.803,0.9623,0.8626,2024-05-30 21:29:16
2.6817,0.6264,20.0019,0.0138,0.7491,0.9226,0.8181,0.1046,0.1046,0,0,0.8023,0.9623,0.8634,2024-05-30 21:42:32
2.5061,0.6289,18.2299,0.0136,0.7484,0.9224,0.8176,0.1197,0.1197,0,0,0.7839,0.9583,0.8451,2024-05-30 21:55:56
2.724,0.6276,20.4206,0.0136,0.7495,0.9225,0.8185,0.1154,0.1154,0,0,0.7912,0.9596,0.8521,2024-05-30 22:09:25
2.6437,0.6305,19.5908,0.0135,0.7478,0.9222,0.8171,0.1293,0.1293,0,0,0.7773,0.9572,0.8372,2024-05-30 22:24:09
2.7064,0.6322,20.2029,0.0135,0.7477,0.9221,0.817,0.1061,0.1061,0,0,0.8018,0.9618,0.8623,2024-05-30 22:37:58
2.5992,0.6299,19.1648,0.0132,0.7481,0.9223,0.8173,0.1052,0.1052,0,0,0.805,0.9623,0.8657,2024-05-30 22:52:38
2.7294,0.6289,20.4752,0.0133,0.7486,0.9224,0.8176,0.113,0.113,0,0,0.7938,0.9609,0.8526,2024-05-30 23:06:47
2.6565,0.6288,19.751,0.0132,0.7491,0.9224,0.8181,0.1042,0.1042,0,0,0.8063,0.9628,0.8667,2024-05-30 23:21:21
2.4758,0.6295,17.942,0.013,0.7482,0.9223,0.8175,0.1066,0.1066,0,0,0.7932,0.9607,0.855,2024-05-30 23:36:15
2.5738,0.6286,18.9305,0.0130,0.7491,0.9226,0.8182,0.1062,0.1062,0,0,0.7998,0.9617,0.8602,2024-05-30 23:51:03
