t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
1.0165,0.2502,7.6631,0,0.1369,0.617,0.1842,0.1752,0.1752,0,0,0.3469,0.7952,0.4077,2024-05-24 00:59:12
0.8987,0.1465,7.5215,0,0.3408,0.7937,0.4039,0.1467,0.1467,0,0,0.3888,0.8305,0.4394,2024-05-24 00:59:54
0.8677,0.1186,7.4917,0,0.3807,0.8229,0.441,0.1524,0.1524,0,0,0.3922,0.8204,0.4607,2024-05-24 01:00:48
0.8516,0.1022,7.4946,0,0.4201,0.8366,0.4944,0.1571,0.1571,0,0,0.4559,0.847,0.536,2024-05-24 01:01:54
0.8392,0.0907,7.4849,0,0.4882,0.8622,0.5763,0.1546,0.1546,0,0,0.514,0.8662,0.5988,2024-05-24 01:03:20
0.8296,0.0843,7.4529,0,0.5248,0.878,0.6164,0.1445,0.1445,0,0,0.4941,0.863,0.5735,2024-05-24 01:05:13
0.8151,0.069,7.4614,0,0.5687,0.8926,0.6624,0.1439,0.1439,0,0,0.5848,0.8823,0.6783,2024-05-24 01:07:37
0.8154,0.0633,7.521,0,0.6178,0.9058,0.7167,0.1343,0.1343,0,0,0.5863,0.8941,0.6769,2024-05-24 01:10:37
0.8064,0.054,7.5247,0,0.6484,0.9182,0.7442,0.14,0.14,0,0,0.6262,0.9035,0.7182,2024-05-24 01:14:14
0.805,0.0499,7.5508,0,0.6876,0.9265,0.7841,0.1563,0.1563,0,0,0.6382,0.9023,0.732,2024-05-24 01:18:38
0.799,0.0428,7.5621,0,0.7045,0.9347,0.7964,0.1591,0.1591,0,0,0.6637,0.9115,0.7566,2024-05-24 01:23:37
0.7919,0.0398,7.5218,0,0.7387,0.9416,0.8281,0.1535,0.1535,0,0,0.6806,0.9187,0.7712,2024-05-24 01:28:33
0.7922,0.0371,7.5508,0,0.7561,0.9468,0.8419,0.1726,0.1726,0,0,0.681,0.9198,0.769,2024-05-24 01:33:37
0.7924,0.0359,7.5652,0,0.7656,0.9476,0.8499,0.1834,0.1834,0,0,0.6754,0.9203,0.7652,2024-05-24 01:38:45
0.7937,0.0394,7.5433,0,0.7566,0.9454,0.8415,0.2036,0.2036,0,0,0.6421,0.9122,0.7232,2024-05-24 01:43:54
0.7961,0.0428,7.5331,0,0.744,0.9403,0.8322,0.1926,0.1926,0,0,0.6817,0.9119,0.7719,2024-05-24 01:49:02
0.7854,0.0375,7.4783,0,0.7608,0.9457,0.8469,0.1709,0.1709,0,0,0.6859,0.9197,0.7738,2024-05-24 01:54:12
0.7759,0.032,7.439,0,0.7812,0.9521,0.8623,0.1788,0.1788,0,0,0.6949,0.9224,0.782,2024-05-24 01:59:24
