t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,time
0.7732,0.0286,7.4458,0,0.8049,0.9583,0.8799,0.1809,0.1809,0,0,0.7177,0.9253,0.8057,2024-05-24 02:04:31
0.7717,0.0275,7.442,0,0.8109,0.9593,0.8848,0.1885,0.1885,0,0,0.7155,0.9292,0.7968,2024-05-24 02:09:36
0.7747,0.0259,7.4876,0,0.8316,0.9629,0.9003,0.1976,0.1976,0,0,0.7161,0.9312,0.7977,2024-05-24 02:14:44
0.7732,0.0237,7.4952,0,0.832,0.9643,0.8995,0.2011,0.2011,0,0,0.7338,0.9309,0.8137,2024-05-24 02:19:52
0.7716,0.0218,7.4986,0,0.8468,0.9681,0.9097,0.2024,0.2024,0,0,0.7395,0.9325,0.8187,2024-05-24 02:25:00
0.7635,0.0205,7.4301,0,0.8548,0.9694,0.9155,0.2139,0.2139,0,0,0.7507,0.9325,0.8283,2024-05-24 02:30:07
0.764,0.0212,7.4279,0,0.862,0.9709,0.9197,0.2017,0.2017,0,0,0.7538,0.9334,0.833,2024-05-24 02:35:15
0.7681,0.0203,7.4778,0,0.8628,0.971,0.9208,0.208,0.208,0,0,0.7491,0.9353,0.8281,2024-05-24 02:40:26
0.7649,0.0198,7.4502,0,0.8653,0.9718,0.9223,0.2156,0.2156,0,0,0.7498,0.9337,0.8259,2024-05-24 02:45:31
0.7656,0.0187,7.4691,0,0.8734,0.973,0.9277,0.2156,0.2156,0,0,0.7585,0.9372,0.8358,2024-05-24 02:50:41
0.7686,0.0187,7.499,0,0.8755,0.9738,0.9291,0.2157,0.2157,0,0,0.7651,0.936,0.8432,2024-05-24 02:55:54
0.7614,0.0183,7.4305,0,0.8758,0.9737,0.9291,0.2258,0.2258,0,0,0.7582,0.9364,0.8353,2024-05-24 03:01:06
0.7614,0.0178,7.4353,0,0.8797,0.9746,0.9324,0.2299,0.2299,0,0,0.757,0.9375,0.8332,2024-05-24 03:06:19
0.7656,0.0188,7.4674,0,0.8815,0.9748,0.9328,0.2319,0.2319,0,0,0.7468,0.9341,0.8279,2024-05-24 03:11:26
0.7635,0.0179,7.4558,0,0.8779,0.9741,0.9311,0.2145,0.2145,0,0,0.7584,0.9379,0.835,2024-05-24 03:16:32
0.7569,0.017,7.3981,0,0.8849,0.9758,0.9348,0.2286,0.2286,0,0,0.7667,0.9391,0.8426,2024-05-24 03:21:42
0.7623,0.0173,7.4497,0,0.8871,0.976,0.9363,0.2331,0.2331,0,0,0.7697,0.9363,0.8445,2024-05-24 03:26:44
0.7599,0.0164,7.4359,0,0.8889,0.9765,0.9378,0.2341,0.2341,0,0,0.7686,0.9378,0.8432,2024-05-24 03:31:55
0.76,0.0157,7.4432,0,0.8908,0.9773,0.9384,0.2317,0.2317,0,0,0.776,0.9384,0.851,2024-05-24 03:37:05
0.7624,0.0155,7.469,0,0.8972,0.9784,0.9434,0.2314,0.2314,0,0,0.7795,0.9391,0.8535,2024-05-24 03:42:07
0.7653,0.0151,7.5018,0,0.8976,0.9784,0.9427,0.2421,0.2421,0,0,0.7759,0.9404,0.8504,2024-05-24 03:47:09
0.7715,0.0142,7.5727,0,0.9017,0.9793,0.9459,0.2402,0.2402,0,0,0.7825,0.9418,0.8555,2024-05-24 03:52:15
0.7739,0.0143,7.5963,0,0.9035,0.9799,0.9468,0.2373,0.2373,0,0,0.7782,0.9407,0.853,2024-05-24 03:57:19
0.7736,0.0148,7.5888,0,0.9025,0.9796,0.946,0.2487,0.2487,0,0,0.7767,0.9414,0.8509,2024-05-24 04:02:22
0.7751,0.0147,7.6034,0,0.9043,0.9797,0.947,0.2457,0.2457,0,0,0.7727,0.9398,0.8474,2024-05-24 04:07:27
0.7754,0.0136,7.6183,0,0.9057,0.9802,0.9484,0.2459,0.2459,0,0,0.7815,0.942,0.8546,2024-05-24 04:12:32
0.781,0.0132,7.6786,0,0.9091,0.9809,0.9499,0.2564,0.2564,0,0,0.7866,0.9406,0.8591,2024-05-24 04:17:36
0.7804,0.0123,7.6806,0,0.9119,0.9818,0.9513,0.2596,0.2596,0,0,0.7938,0.9415,0.8655,2024-05-24 04:22:41
0.7807,0.0121,7.6862,0,0.9175,0.9825,0.9553,0.2686,0.2686,0,0,0.7876,0.9421,0.8602,2024-05-24 04:27:49
0.7823,0.0125,7.6974,0,0.9164,0.9828,0.9539,0.2686,0.2686,0,0,0.7936,0.9431,0.8656,2024-05-24 04:32:57
0.778,0.0131,7.649,0,0.9157,0.9822,0.9536,0.2563,0.2563,0,0,0.791,0.9427,0.8638,2024-05-24 04:38:03
0.7769,0.0133,7.636,0,0.9157,0.9821,0.9543,0.2528,0.2528,0,0,0.7873,0.9437,0.859,2024-05-24 04:43:16
0.7785,0.0129,7.6562,0,0.9141,0.9821,0.9526,0.2671,0.2671,0,0,0.7839,0.9418,0.857,2024-05-24 04:48:28
0.7774,0.0129,7.6445,0,0.9166,0.982,0.9551,0.2571,0.2571,0,0,0.7836,0.9417,0.8562,2024-05-24 04:53:37
0.7806,0.0123,7.6831,0,0.9158,0.9823,0.9537,0.2812,0.2812,0,0,0.7739,0.9407,0.8494,2024-05-24 04:58:45
0.78,0.0122,7.6786,0,0.9179,0.983,0.9556,0.2701,0.2701,0,0,0.7867,0.9415,0.8586,2024-05-24 05:03:54
0.7798,0.0123,7.6751,0,0.9188,0.9829,0.9554,0.256,0.256,0,0,0.7896,0.9422,0.8624,2024-05-24 05:08:55
0.7763,0.0119,7.6433,0,0.9205,0.9832,0.957,0.2682,0.2682,0,0,0.7835,0.9405,0.8581,2024-05-24 05:14:00
0.776,0.0116,7.6433,0,0.9204,0.9834,0.9565,0.274,0.274,0,0,0.792,0.9416,0.8655,2024-05-24 05:18:58
0.776,0.0126,7.6344,0,0.9214,0.9831,0.9577,0.2841,0.2841,0,0,0.7837,0.9418,0.8563,2024-05-24 05:24:03
0.7738,0.0124,7.6146,0,0.92,0.9833,0.956,0.2757,0.2757,0,0,0.7856,0.9409,0.859,2024-05-24 05:29:10
0.774,0.0125,7.615,0,0.9205,0.9829,0.9573,0.2839,0.2839,0,0,0.7766,0.9403,0.8498,2024-05-24 05:34:14
0.7771,0.0126,7.6447,0,0.9179,0.9827,0.9552,0.2614,0.2614,0,0,0.7874,0.9427,0.8586,2024-05-24 05:39:16
0.7795,0.0149,7.6464,0,0.9121,0.9814,0.9513,0.437,0.437,0,0,0.7279,0.8946,0.8212,2024-05-24 05:44:17
0.9005,0.1357,7.6479,0,0.6438,0.8936,0.7122,0.2057,0.2057,0,0,0.3796,0.7985,0.457,2024-05-24 05:49:24
0.8952,0.1296,7.6558,0,0.4069,0.829,0.4778,0.1519,0.1519,0,0,0.3729,0.8173,0.4247,2024-05-24 05:54:23
0.8631,0.0963,7.6673,0,0.5096,0.8655,0.5958,0.1329,0.1329,0,0,0.4411,0.8396,0.514,2024-05-24 05:59:32
0.8408,0.0722,7.6857,0,0.5474,0.883,0.6303,0.1618,0.1618,0,0,0.5879,0.8787,0.6868,2024-05-24 06:04:36
0.8234,0.0544,7.6899,0,0.654,0.9178,0.7485,0.171,0.171,0,0,0.5852,0.892,0.6707,2024-05-24 06:09:41
0.8146,0.0444,7.7027,0,0.7094,0.9323,0.8023,0.1667,0.1667,0,0,0.6272,0.9033,0.7131,2024-05-24 06:14:46
0.809,0.036,7.7304,0,0.7491,0.9444,0.8359,0.1934,0.1934,0,0,0.6587,0.9109,0.7478,2024-05-24 06:19:53
0.8052,0.0305,7.7478,0,0.7801,0.9525,0.8616,0.2081,0.2081,0,0,0.6767,0.9156,0.7607,2024-05-24 06:24:54
0.8004,0.0269,7.7348,0,0.809,0.959,0.8821,0.2068,0.2068,0,0,0.6964,0.922,0.7811,2024-05-24 06:29:55
0.7898,0.0236,7.6626,0,0.828,0.9635,0.8969,0.2195,0.2195,0,0,0.7204,0.9226,0.8027,2024-05-24 06:34:55
0.7855,0.021,7.6445,0,0.8433,0.9673,0.9076,0.23,0.23,0,0,0.7202,0.9245,0.8037,2024-05-24 06:40:00
0.7868,0.0191,7.6763,0,0.8621,0.9703,0.9209,0.2311,0.2311,0,0,0.7276,0.9283,0.8084,2024-05-24 06:45:10
0.7873,0.0191,7.6817,0,0.8664,0.972,0.9236,0.2328,0.2328,0,0,0.7301,0.9284,0.8119,2024-05-24 06:50:17
0.788,0.0176,7.7038,0,0.8731,0.9732,0.9281,0.2469,0.2469,0,0,0.7362,0.9283,0.8172,2024-05-24 06:55:21
0.782,0.017,7.6495,0,0.8797,0.9746,0.9318,0.2445,0.2445,0,0,0.7495,0.9296,0.8306,2024-05-24 07:00:24
0.7809,0.0165,7.6434,0,0.8818,0.9755,0.9328,0.2578,0.2578,0,0,0.7554,0.9297,0.8347,2024-05-24 07:05:32
0.7802,0.0164,7.6385,0,0.8851,0.976,0.935,0.2552,0.2552,0,0,0.7494,0.9321,0.8257,2024-05-24 07:10:34
0.7778,0.0164,7.6146,0,0.8867,0.9763,0.9361,0.2636,0.2636,0,0,0.7449,0.929,0.8241,2024-05-24 07:15:38
0.7796,0.0166,7.6307,0,0.8876,0.9764,0.9367,0.2571,0.2571,0,0,0.7494,0.9327,0.8271,2024-05-24 07:20:44
0.7824,0.0162,7.6622,0,0.8864,0.9763,0.9364,0.2535,0.2535,0,0,0.7484,0.9322,0.825,2024-05-24 07:25:50
0.7846,0.0154,7.6925,0,0.89,0.9769,0.9383,0.2696,0.2696,0,0,0.7512,0.9323,0.8267,2024-05-24 07:30:55
0.784,0.0145,7.6953,0,0.8944,0.978,0.9413,0.2745,0.2745,0,0,0.7581,0.9329,0.8358,2024-05-24 07:36:00
0.7816,0.014,7.6754,0,0.8987,0.979,0.9435,0.2818,0.2818,0,0,0.7641,0.9326,0.8407,2024-05-24 07:41:06
0.783,0.0133,7.6965,0,0.9008,0.9797,0.9447,0.2826,0.2826,0,0,0.7606,0.9342,0.8368,2024-05-24 07:46:12
0.7798,0.0133,7.6649,0,0.9049,0.9803,0.9475,0.2815,0.2815,0,0,0.772,0.9359,0.847,2024-05-24 07:51:19
0.7812,0.0127,7.6854,0,0.9079,0.9809,0.9489,0.2872,0.2872,0,0,0.7728,0.9352,0.8489,2024-05-24 07:56:22
0.7826,0.0124,7.702,0,0.9114,0.9815,0.9519,0.2943,0.2943,0,0,0.7664,0.9359,0.8428,2024-05-24 08:01:28
0.7829,0.012,7.7085,0,0.9109,0.9818,0.9508,0.2954,0.2954,0,0,0.7719,0.9358,0.8466,2024-05-24 08:06:33
0.7826,0.0113,7.713,0,0.9154,0.9826,0.9541,0.294,0.294,0,0,0.7748,0.936,0.8501,2024-05-24 08:11:39
0.7752,0.0112,7.6393,0,0.9173,0.9831,0.9544,0.2993,0.2993,0,0,0.7817,0.9372,0.8558,2024-05-24 08:16:50
0.7701,0.0112,7.5889,0,0.9197,0.9833,0.9565,0.3042,0.3042,0,0,0.7796,0.936,0.8553,2024-05-24 08:21:59
0.7703,0.0112,7.5909,0,0.9197,0.9836,0.9559,0.3105,0.3105,0,0,0.7811,0.9362,0.8554,2024-05-24 08:27:05
0.7728,0.0116,7.6119,0,0.9206,0.9834,0.957,0.3126,0.3126,0,0,0.7712,0.9365,0.8454,2024-05-24 08:32:11
0.7692,0.0114,7.5782,0,0.92,0.9834,0.9564,0.3228,0.3228,0,0,0.7687,0.9372,0.8447,2024-05-24 08:37:15
0.7665,0.0112,7.5534,0,0.9204,0.9835,0.9568,0.3215,0.3215,0,0,0.7745,0.9363,0.8488,2024-05-24 08:42:18
0.7678,0.0109,7.5681,0,0.9216,0.9838,0.957,0.3309,0.3309,0,0,0.7733,0.935,0.8489,2024-05-24 08:47:22
0.7669,0.0112,7.5567,0,0.9219,0.9837,0.958,0.3343,0.3343,0,0,0.7686,0.9344,0.8436,2024-05-24 08:52:27
0.7675,0.0109,7.5657,0,0.9228,0.9839,0.9585,0.3314,0.3314,0,0,0.7709,0.9345,0.8459,2024-05-24 08:57:31
