t_loss,t_supervised_loss,t_contrastive_loss,t_consistency_loss,t_miou,t_accuracy,t_dice,v_loss,v_supervised_loss,v_contrastive_loss,v_consistency_loss,v_miou,v_accuracy,v_dice,PatchCL_weight,time
3.2665,0.4496,5.6337,0,0.5445,0.7725,0.6492,0.3141,0.3141,0,0,0.5919,0.8966,0.669,0.5,2024-06-07 01:16:35
2.4529,0.1725,4.5608,0,0.7164,0.9275,0.7997,0.1668,0.1668,0,0,0.721,0.9282,0.8093,0.5,2024-06-07 01:16:50
2.2536,0.1323,4.2425,0,0.775,0.9421,0.8546,0.1509,0.1509,0,0,0.7466,0.936,0.8294,0.5,2024-06-07 01:17:05
2.1411,0.1085,4.0652,0,0.7989,0.952,0.8717,0.1729,0.1729,0,0,0.7275,0.9313,0.8079,0.5,2024-06-07 01:17:20
2.0613,0.0927,3.9372,0,0.8284,0.9589,0.8957,0.1526,0.1526,0,0,0.7576,0.9388,0.8386,0.5,2024-06-07 01:17:35
2.012,0.0797,3.8645,0,0.8459,0.9643,0.9059,0.1756,0.1756,0,0,0.7361,0.9354,0.8121,0.5,2024-06-07 01:17:50
1.9778,0.0703,3.815,0,0.8629,0.9688,0.919,0.1552,0.1552,0,0,0.778,0.9413,0.8548,0.5,2024-06-07 01:18:05
1.949,0.0685,3.761,0,0.8663,0.9695,0.9204,0.1499,0.1499,0,0,0.786,0.9425,0.861,0.5,2024-06-07 01:18:21
1.9201,0.0587,3.7228,0,0.8872,0.9736,0.9357,0.1782,0.1782,0,0,0.7663,0.9388,0.845,0.5,2024-06-07 01:18:36
1.8869,0.0515,3.6708,0,0.9002,0.9769,0.9443,0.1757,0.1757,0,0,0.7803,0.9442,0.8558,0.5,2024-06-07 01:18:51
1.8502,0.048,3.6044,0,0.9043,0.9787,0.9462,0.1724,0.1724,0,0,0.7924,0.9435,0.866,0.5,2024-06-07 01:19:07
1.8089,0.0462,3.5254,0,0.9086,0.9794,0.9487,0.1864,0.1864,0,0,0.7869,0.9426,0.8619,0.5,2024-06-07 01:19:23
1.7609,0.0479,3.426,0,0.9054,0.9785,0.9462,0.161,0.161,0,0,0.797,0.946,0.8728,0.5,2024-06-07 01:19:38
1.703,0.0435,3.319,0,0.9097,0.9803,0.9494,0.1751,0.1751,0,0,0.787,0.9442,0.8617,0.5,2024-06-07 01:19:54
1.6424,0.0407,3.2035,0,0.9184,0.9815,0.9546,0.1827,0.1827,0,0,0.7861,0.9448,0.8561,0.5,2024-06-07 01:20:09
1.5913,0.0444,3.0939,0,0.9136,0.9802,0.9519,0.17,0.17,0,0,0.7996,0.9438,0.8721,0.5,2024-06-07 01:20:25
1.5334,0.0371,2.9927,0,0.9268,0.983,0.9608,0.1728,0.1728,0,0,0.7964,0.9459,0.8683,0.5,2024-06-07 01:20:40
1.4857,0.0359,2.8996,0,0.9282,0.9837,0.9606,0.1694,0.1694,0,0,0.8004,0.946,0.8726,0.5,2024-06-07 01:20:56
1.4393,0.0336,2.8113,0,0.9334,0.9847,0.9644,0.1784,0.1784,0,0,0.7972,0.9495,0.8698,0.5,2024-06-07 01:21:12
1.3967,0.0304,2.7326,0,0.9337,0.9859,0.9636,0.1765,0.1765,0,0,0.8043,0.9474,0.8764,0.5,2024-06-07 01:21:28
1.4982,0.0315,2.9334,0,0.9368,0.9857,0.9664,0.1904,0.1904,0,0,0.7991,0.9421,0.874,0.5,2024-06-07 01:21:44
2.4938,0.0368,4.914,0,0.9253,0.9833,0.9584,0.2279,0.2279,0,0,0.7582,0.9393,0.8279,0.5,2024-06-07 01:22:00
1.6613,0.0475,3.2277,0,0.9109,0.9794,0.9509,0.1847,0.1847,0,0,0.7836,0.9439,0.8571,0.5,2024-06-07 01:22:16
1.4471,0.052,2.7903,0,0.9018,0.9773,0.9446,0.1568,0.1568,0,0,0.796,0.9464,0.8704,0.5,2024-06-07 01:22:31
